Cell	ImmClassifier_prediction
cell_9803	L:B:PC
cell_9809	L:B:PC
cell_9827	L:B:PC
cell_9834	L:B:PC
cell_9836	L:B:PC
cell_9840	L:B
cell_9847	L:B:PC
cell_9863	L:B:PC
cell_9865	L:B
cell_9869	L:B
cell_9874	L:B
cell_9881	L:B:PC
cell_9886	L:B:PC
cell_9914	CD34
cell_9919	L:B:PC
cell_9920	L:B
cell_9925	L:B:PC
cell_9940	L:B
cell_9944	L:B:PC
cell_9950	L:B:PC
cell_9964	L:B
cell_9966	L:B
cell_9967	L:B:PC
cell_9968	L:B
cell_9970	L:B:PC
cell_9975	L:B
cell_9976	CD34
cell_9994	L:B
cell_10009	L:B:PC
cell_10027	L:B:PC
cell_10028	L:B
cell_10031	L:B
cell_10044	CD34
cell_10045	L:B
cell_10047	L:B:PC
cell_10048	CD34
cell_10049	L:B:PC
cell_10051	CD34
cell_10053	L:B:PC
cell_10055	M:pDC
cell_10061	L:B
cell_10068	L:B:PC
cell_10072	L:B:PC
cell_10079	L:B:PC
cell_10088	L:B
cell_10096	L:B:PC
cell_10103	L:B:PC
cell_10112	L:B:PC
cell_10121	L:B:PC
cell_10124	L:B
cell_10126	L:B
cell_10139	L:B:PC
cell_10146	L:B
cell_10149	L:B
cell_10156	L:B:PC
cell_10161	L:B
cell_10169	CD34
cell_10179	L:B:PC
cell_10182	L:B
cell_10189	L:B:PC
cell_10192	CD34
cell_10198	L:B:PC
cell_10199	L:B
cell_10206	L:B
cell_10207	L:B
cell_10214	L:B:PC
cell_10222	L:B:PC
cell_10224	L:B:PC
cell_10225	CD34
cell_10248	L:B:PC
cell_10252	L:B:PC
cell_10294	L:B
cell_10295	L:B
cell_10297	L:B
cell_10298	L:B:PC
cell_10302	L:B:PC
cell_10304	L:B
cell_10310	L:B
cell_10312	L:B:PC
cell_10319	L:B:PC
cell_10320	L:B
cell_10328	L:B
cell_10333	L:B:PC
cell_10336	L:B
cell_10340	L:B:PC
cell_10341	L:B:PC
cell_10342	L:B:PC
cell_10353	L:B
cell_10357	L:B
cell_10358	L:B
cell_10359	L:B
cell_10373	L:B
cell_10375	L:B:PC
cell_10385	L:B
cell_10389	L:B:PC
cell_10393	L:B
cell_10397	L:B
cell_10402	L:B
cell_10404	L:B
cell_10405	L:B
cell_10412	CD34
cell_10413	L:B
cell_10415	L:B:PC
cell_10418	L:B
cell_10419	L:B:PC
cell_10427	L:B
cell_10465	L:B
cell_10471	L:B
cell_10476	L:B
cell_10482	L:B
cell_10483	L:B
cell_10488	L:B
cell_10493	L:B
cell_10520	L:B:PC
cell_10525	L:B:PC
cell_10535	CD34
cell_10536	L:B
cell_10547	L:B:PC
cell_10557	L:B
cell_10572	L:B:PC
cell_10578	L:B
cell_10579	L:B:PC
cell_10583	L:B
cell_10588	L:B:PC
cell_10608	L:B
cell_10619	L:B:PC
cell_10624	L:B:PC
cell_10632	L:B
cell_9232	L:T:CD4:Treg
cell_9846	L:T:CD8:EM
cell_10013	L:T:CD4:Naive
cell_10052	L:T:CD4:Naive
cell_10090	L:T:CD8:EM
cell_10111	L:T:CD4:EM
cell_9221	L:NK
cell_9415	L:NK
cell_9436	L:NK
cell_9608	L:NK
cell_9832	L:NK
cell_10075	L:NK
cell_10076	L:NK
cell_10099	L:NK
cell_10180	L:NK
cell_10220	L:NK
cell_10226	L:NK
cell_10254	L:NK
cell_10296	L:NK
cell_10300	L:NK
cell_10406	L:NK
cell_10439	L:NK
cell_10451	L:NK
cell_10532	L:T:CD8:EM
cell_9258	L:T:CD4:Treg
cell_9352	L:T:CD4:Naive
cell_9410	L:T:CD4:Naive
cell_9598	L:T:CD4:Naive
cell_10458	L:T:CD4:Naive
cell_9272	L:T:CD4:Naive
cell_9285	L:T:CD4:Naive
cell_9286	L:T:CD4:Naive
cell_9308	L:T:CD4:Naive
cell_9328	L:T:CD4:Treg
cell_9358	L:T:CD4:Treg
cell_9374	L:T:CD4:Treg
cell_9495	L:T:CD4:Naive
cell_9497	L:B
cell_9538	L:T:CD4:Treg
cell_9572	L:T:CD4:EM
cell_9649	L:T:CD4:Naive
cell_9658	L:T:CD4:Naive
cell_9674	L:T:CD4:Treg
cell_9695	L:T:CD4:Treg
cell_9719	L:T:CD4:Treg
cell_9739	L:T:CD4:Tfh
cell_9794	L:T:CD4:Treg
cell_9798	L:T:CD4:Naive
cell_9824	L:T:CD4:Treg
cell_9844	L:T:CD4:Treg
cell_9864	L:T:CD4:EM
cell_9876	L:T:CD4:CM
cell_10006	L:T:CD4:Naive
cell_10024	L:T:CD4:EM
cell_10057	L:T:CD4:Treg
cell_10108	L:T:CD4:Naive
cell_10110	L:T:CD4:EM
cell_10129	L:T:CD4:Naive
cell_10157	L:T:CD4:Treg
cell_10229	L:T:CD4:Treg
cell_10247	L:T:CD4:Treg
cell_10257	L:T:CD4:Naive
cell_10268	L:T:CD4:EM
cell_10286	L:T:CD4:Tfh
cell_10338	L:T:CD4:Tfh
cell_10364	L:T:CD4:CM
cell_10378	L:T:CD4:Naive
cell_10407	L:T:CD4:Treg
cell_10445	L:T:CD4:EM
cell_10468	L:T:CD4:Treg
cell_10551	L:T:CD4:CM
cell_10554	L:T:CD4:Treg
cell_10633	L:T:CD4:Naive
cell_9362	L:T:CD4:Naive
cell_9404	CD34
cell_9583	L:T:CD4:Naive
cell_9621	L:T:CD4:Naive
cell_9961	L:T:CD4:Naive
cell_9381	M:Mono:mDC
cell_10331	M:pDC
cell_9471	L:T:CD4:Naive
cell_9236	CD34
cell_9596	M:pDC
cell_9625	M:pDC
cell_9701	CD34
cell_9706	M:pDC
cell_9791	L:B
cell_10205	M:pDC
cell_10339	M:pDC
cell_10518	M:pDC
cell_9475	L:T:CD8:EM
cell_9995	L:T:CD4:Naive
cell_10089	L:T:CD4:Naive
cell_9222	L:T:CD4:EM
cell_9439	L:T:CD4:Naive
cell_10155	L:T:CD4:Naive
cell_9332	L:T:CD8:EM
cell_9896	L:NK
cell_10403	L:T:CD4:EM
cell_10553	L:T:CD4:TRM
cell_9582	L:B
cell_10610	L:B
cell_9489	L:B
cell_9939	L:B
cell_9525	L:B:PC
cell_9554	L:T:CD4:Naive
cell_10017	L:T:CD4:Naive
cell_10062	L:T:CD4:Naive
cell_10070	L:T:CD4:EM
cell_10219	L:T:CD4:Naive
cell_9743	L:T:CD4:TRM
cell_9231	L:B:PC
cell_10136	L:B:PC
cell_10651	L:T:CD4:Naive
cell_10654	L:T:CD4:Naive
cell_10682	L:T:CD4:CM
cell_10716	L:T:CD4:Naive
cell_10732	L:T:CD4:Naive
cell_10734	L:T:CD4:Naive
cell_10735	L:T:CD4:Naive
cell_10738	L:T:CD4:Naive
cell_10743	L:T:CD8:Naive
cell_10755	L:T:CD4:Naive
cell_10770	L:T:CD4:Naive
cell_10777	L:T:CD4:Naive
cell_10778	L:T:CD4:Naive
cell_10788	L:T:CD4:Naive
cell_10793	L:T:CD4:CM
cell_10799	L:T:CD4:Naive
cell_10815	L:T:CD4:Naive
cell_10845	L:T:CD4:Naive
cell_10851	L:T:CD4:Naive
cell_10876	L:T:CD4:Naive
cell_10906	L:T:CD4:Naive
cell_10942	L:T:CD4:Naive
cell_10954	L:T:CD4:Naive
cell_10959	L:T:CD4:Naive
cell_10964	L:T:CD4:Naive
cell_10977	L:T:CD4:Naive
cell_10988	L:T:CD4:Naive
cell_10994	L:T:CD4:Naive
cell_10995	L:T:CD4:Naive
cell_11001	L:T:CD4:CM
cell_11019	L:T:CD4:Naive
cell_11042	L:T:CD4:Treg
cell_11057	L:T:CD4:Treg
cell_11098	L:T:CD4:Naive
cell_11135	L:T:CD4:Naive
cell_11172	L:T:CD4:Naive
cell_11186	L:T:CD4:Naive
cell_11198	L:T:CD4:Naive
cell_11227	L:T:CD4:Naive
cell_11261	L:B
cell_11313	L:T:CD4:Naive
cell_11315	L:T:CD4:Naive
cell_11334	L:T:CD4:Naive
cell_11340	L:T:CD4:Naive
cell_11360	L:T:CD4:Treg
cell_11377	L:T:CD4:Naive
cell_11424	L:T:CD4:Naive
cell_11462	L:T:CD4:Naive
cell_11483	L:T:CD4:Naive
cell_11505	L:T:CD4:Naive
cell_11543	L:T:CD4:Naive
cell_11553	L:T:CD4:Naive
cell_11563	L:T:CD4:Naive
cell_10641	L:T:CD4:Naive
cell_10643	L:T:CD4:Naive
cell_10644	L:T:CD4:Treg
cell_10647	L:T:CD4:Naive
cell_10655	L:T:CD4:EM
cell_10656	L:T:CD4:Naive
cell_10659	L:T:CD4:EM
cell_10661	L:T:CD4:Naive
cell_10665	L:T:CD4:Naive
cell_10666	L:T:CD4:EM
cell_10667	L:T:CD4:CM
cell_10668	L:T:CD4:Naive
cell_10671	L:T:CD4:CM
cell_10672	L:T:CD4:Naive
cell_10675	L:T:CD4:Naive
cell_10676	L:T:CD4:Naive
cell_10678	L:T:CD4:Treg
cell_10679	L:T:CD4:Naive
cell_10680	L:T:CD4:Naive
cell_10681	L:T:CD4:Naive
cell_10684	L:T:CD4:CM
cell_10687	L:T:CD4:Naive
cell_10688	L:T:CD4:Naive
cell_10691	L:T:CD4:Naive
cell_10692	L:T:CD4:Naive
cell_10693	L:T:CD4:Naive
cell_10694	L:T:CD4:Naive
cell_10695	L:T:CD4:Naive
cell_10696	L:T:CD4:Naive
cell_10697	L:T:CD4:Naive
cell_10699	L:T:CD4:Naive
cell_10700	L:T:CD4:Naive
cell_10701	L:T:CD4:Naive
cell_10704	L:T:CD4:Naive
cell_10709	L:T:CD4:Naive
cell_10711	L:T:CD4:Naive
cell_10713	L:T:CD4:Naive
cell_10715	L:T:CD4:Naive
cell_10717	L:T:CD4:Naive
cell_10718	L:T:CD4:Naive
cell_10720	L:T:CD4:Naive
cell_10721	L:T:CD4:Naive
cell_10722	L:T:CD4:Naive
cell_10724	L:T:CD4:Naive
cell_10725	L:T:CD4:Naive
cell_10729	L:T:CD4:Naive
cell_10739	L:T:CD4:Naive
cell_10740	L:T:CD4:Naive
cell_10741	L:T:CD4:Naive
cell_10742	L:T:CD4:Naive
cell_10744	L:T:CD4:Naive
cell_10745	L:T:CD4:CM
cell_10746	L:T:CD4:Naive
cell_10749	L:T:CD4:Naive
cell_10750	L:T:CD4:Naive
cell_10752	L:T:CD4:Naive
cell_10753	L:T:CD4:Treg
cell_10754	L:T:CD4:Naive
cell_10756	L:T:CD4:Naive
cell_10757	L:T:CD4:Naive
cell_10760	L:T:CD4:Naive
cell_10761	L:T:CD4:Naive
cell_10764	L:T:CD4:Naive
cell_10766	L:T:CD4:Naive
cell_10767	L:T:CD4:Naive
cell_10768	L:T:CD4:CM
cell_10769	L:T:CD4:Naive
cell_10773	L:T:CD4:Naive
cell_10774	L:T:CD4:Naive
cell_10776	L:T:CD4:Naive
cell_10781	L:T:CD4:Naive
cell_10784	L:T:CD4:Naive
cell_10785	L:T:CD4:Naive
cell_10786	L:T:CD4:Naive
cell_10787	L:T:CD4:Naive
cell_10792	L:T:CD4:Naive
cell_10794	L:T:CD4:Naive
cell_10798	L:T:CD4:Naive
cell_10802	L:T:CD4:Naive
cell_10808	L:T:CD4:Naive
cell_10809	L:T:CD4:Naive
cell_10812	L:T:CD4:Naive
cell_10814	L:T:CD4:Naive
cell_10820	L:T:CD4:Naive
cell_10822	L:T:CD4:Naive
cell_10824	L:T:CD4:Naive
cell_10826	L:T:CD4:Treg
cell_10832	L:T:CD4:Naive
cell_10834	L:T:CD4:Naive
cell_10835	L:T:CD4:Naive
cell_10837	L:T:CD4:Naive
cell_10839	L:T:CD4:Naive
cell_10840	L:T:CD4:Naive
cell_10843	L:T:CD4:Naive
cell_10846	L:T:CD4:Naive
cell_10847	L:T:CD4:Naive
cell_10848	L:T:CD4:CM
cell_10850	L:T:CD4:Naive
cell_10855	L:T:CD4:Naive
cell_10856	L:T:CD4:Naive
cell_10857	L:T:CD4:Naive
cell_10860	L:T:CD4:Naive
cell_10864	L:T:CD4:Naive
cell_10865	L:T:CD4:Naive
cell_10866	L:T:CD4:Naive
cell_10869	L:T:CD4:Naive
cell_10872	L:T:CD4:Naive
cell_10874	L:T:CD4:Naive
cell_10875	L:T:CD4:Naive
cell_10877	L:T:CD4:Naive
cell_10878	L:T:CD4:Naive
cell_10879	L:T:CD4:Naive
cell_10880	L:T:CD4:Naive
cell_10884	L:T:CD4:Naive
cell_10885	L:T:CD4:EM
cell_10888	L:T:CD4:Naive
cell_10889	L:T:CD4:Naive
cell_10890	L:T:CD4:Naive
cell_10894	L:T:CD4:Naive
cell_10901	L:T:CD4:Naive
cell_10902	L:T:CD4:Naive
cell_10905	L:T:CD8:Naive
cell_10908	L:T:CD4:Naive
cell_10909	L:T:CD4:Naive
cell_10911	L:T:CD4:Naive
cell_10913	L:T:CD4:Naive
cell_10914	L:T:CD4:Naive
cell_10915	L:T:CD4:Naive
cell_10917	L:T:CD4:Naive
cell_10921	L:T:CD4:Naive
cell_10923	L:B
cell_10924	L:T:CD8:EM
cell_10928	L:T:CD4:Naive
cell_10930	L:T:CD4:Naive
cell_10932	L:T:CD4:Naive
cell_10933	L:T:CD4:Naive
cell_10937	L:T:CD4:Naive
cell_10938	L:T:CD4:Naive
cell_10939	L:T:CD4:Naive
cell_10940	L:T:CD4:Naive
cell_10943	L:T:CD4:Naive
cell_10947	L:T:CD4:Naive
cell_10949	L:T:CD4:Naive
cell_10951	L:T:CD4:Naive
cell_10952	L:T:CD4:Naive
cell_10956	L:T:CD4:Treg
cell_10960	CD34
cell_10961	L:T:CD4:Naive
cell_10966	L:T:CD4:CM
cell_10968	L:T:CD4:Naive
cell_10971	L:T:CD4:Naive
cell_10978	L:T:CD4:Naive
cell_10980	L:T:CD4:Naive
cell_10981	L:T:CD4:Naive
cell_10982	L:T:CD4:EM
cell_10984	L:T:CD4:CM
cell_10985	L:T:CD4:Naive
cell_10989	L:T:CD4:Naive
cell_10990	L:T:CD4:Naive
cell_10999	L:T:CD4:Naive
cell_11000	L:T:CD4:Naive
cell_11007	L:T:CD4:Naive
cell_11013	L:T:CD4:Naive
cell_11014	L:T:CD4:CM
cell_11015	L:T:CD4:Naive
cell_11020	L:T:CD4:Naive
cell_11021	L:T:CD4:Naive
cell_11022	L:T:CD4:Naive
cell_11024	L:T:CD4:Naive
cell_11026	L:T:CD4:Treg
cell_11027	L:T:CD4:Naive
cell_11029	L:T:CD4:Naive
cell_11030	L:T:CD4:Naive
cell_11031	L:T:CD8:EM
cell_11032	L:T:CD4:Naive
cell_11033	L:T:CD4:Naive
cell_11034	L:T:CD4:Naive
cell_11035	L:T:CD4:EM
cell_11036	L:T:CD4:Naive
cell_11039	L:T:CD4:Naive
cell_11040	L:T:CD4:Naive
cell_11041	L:T:CD4:Naive
cell_11044	L:T:CD4:Naive
cell_11045	L:T:CD4:Naive
cell_11046	L:T:CD8:Naive
cell_11047	L:T:CD4:Naive
cell_11050	L:T:CD4:Naive
cell_11051	L:T:CD4:Naive
cell_11052	L:T:CD4:EM
cell_11053	L:T:CD4:Naive
cell_11054	L:T:CD4:Naive
cell_11058	L:T:CD4:Naive
cell_11060	L:T:CD4:Naive
cell_11061	L:T:CD4:Naive
cell_11062	L:T:CD4:Naive
cell_11064	L:T:CD4:Treg
cell_11066	L:T:CD4:Naive
cell_11068	L:T:CD4:Naive
cell_11069	L:T:CD4:Naive
cell_11070	L:T:CD4:CM
cell_11071	L:T:CD4:Naive
cell_11073	L:T:CD4:Naive
cell_11074	L:T:CD4:CM
cell_11075	L:T:CD4:Naive
cell_11080	L:T:CD4:Naive
cell_11081	L:T:CD4:Naive
cell_11083	L:T:CD4:Naive
cell_11084	L:T:CD4:Naive
cell_11085	L:T:CD4:CM
cell_11086	L:T:CD4:Naive
cell_11087	L:T:CD4:Naive
cell_11092	L:B
cell_11094	L:T:CD4:Naive
cell_11095	L:T:CD4:Naive
cell_11096	L:T:CD4:Naive
cell_11097	L:T:CD4:Naive
cell_11099	L:T:CD4:Naive
cell_11100	L:T:CD4:Naive
cell_11103	L:T:CD4:Naive
cell_11106	L:T:CD4:Naive
cell_11109	L:T:CD4:Naive
cell_11110	L:T:CD4:Naive
cell_11114	L:T:CD4:Naive
cell_11118	L:T:CD4:Naive
cell_11119	L:T:CD4:EM
cell_11122	L:T:CD4:Naive
cell_11124	L:T:CD4:Naive
cell_11125	L:T:CD4:Naive
cell_11126	L:T:CD4:CM
cell_11128	L:T:CD4:Naive
cell_11130	L:T:CD4:Naive
cell_11132	L:T:CD4:Naive
cell_11134	L:T:CD4:Naive
cell_11136	L:T:CD4:Naive
cell_11137	L:T:CD4:CM
cell_11138	L:T:CD4:Treg
cell_11139	L:T:CD4:Naive
cell_11140	L:T:CD4:Naive
cell_11142	L:T:CD4:Naive
cell_11143	L:T:CD4:Naive
cell_11145	L:B
cell_11146	L:T:CD4:Naive
cell_11147	L:T:CD4:Naive
cell_11148	L:T:CD4:Naive
cell_11149	L:T:CD4:Naive
cell_11151	L:T:CD4:Naive
cell_11152	L:T:CD4:Naive
cell_11153	L:T:CD4:Naive
cell_11154	L:T:CD4:Naive
cell_11156	L:T:CD4:Naive
cell_11158	L:T:CD4:Naive
cell_11159	L:T:CD4:Naive
cell_11167	L:T:CD4:Tfh
cell_11168	L:T:CD4:Naive
cell_11169	L:T:CD4:Naive
cell_11174	L:T:CD4:Naive
cell_11177	L:T:CD4:Naive
cell_11179	L:T:CD4:Naive
cell_11181	L:T:CD4:Naive
cell_11182	L:T:CD4:Naive
cell_11183	L:T:CD4:Naive
cell_11184	L:T:CD4:Naive
cell_11185	L:T:CD4:Naive
cell_11188	L:T:CD4:Naive
cell_11191	L:T:CD4:Naive
cell_11195	L:T:CD4:Naive
cell_11201	L:T:CD4:Naive
cell_11202	L:T:CD4:Naive
cell_11203	L:T:CD4:Naive
cell_11204	L:T:CD4:Naive
cell_11205	L:T:CD4:EM
cell_11206	L:T:CD4:Naive
cell_11207	L:T:CD4:Naive
cell_11208	L:T:CD4:CM
cell_11209	L:T:CD4:Naive
cell_11210	L:T:CD4:Naive
cell_11211	L:T:CD4:Naive
cell_11212	L:T:CD4:Naive
cell_11213	L:T:CD4:Naive
cell_11214	L:T:CD4:Naive
cell_11219	L:T:CD4:Naive
cell_11220	L:T:CD4:Naive
cell_11221	L:T:CD4:Naive
cell_11224	L:T:CD4:Naive
cell_11225	L:T:CD4:Naive
cell_11226	L:T:CD4:Naive
cell_11231	L:T:CD4:Naive
cell_11233	L:T:CD4:Naive
cell_11235	L:T:CD4:Naive
cell_11238	L:T:CD4:Naive
cell_11239	L:T:CD4:Naive
cell_11240	L:T:CD4:Naive
cell_11244	L:T:CD4:Treg
cell_11245	L:T:CD4:Naive
cell_11247	L:T:CD4:Naive
cell_11249	L:T:CD4:EM
cell_11251	L:T:CD4:Naive
cell_11252	L:T:CD4:Naive
cell_11256	L:T:CD4:Naive
cell_11257	L:T:CD4:Naive
cell_11259	L:T:CD4:EM
cell_11260	L:T:CD4:Naive
cell_11263	L:T:CD4:Naive
cell_11266	L:T:CD4:Naive
cell_11269	L:T:CD4:Naive
cell_11270	L:T:CD4:Naive
cell_11272	L:T:CD4:Naive
cell_11273	L:T:CD4:Naive
cell_11274	L:T:CD4:Naive
cell_11277	L:T:CD4:Naive
cell_11279	L:T:CD4:Naive
cell_11282	L:T:CD4:Naive
cell_11285	L:T:CD4:Naive
cell_11286	L:T:CD4:Naive
cell_11287	L:T:CD4:Naive
cell_11288	L:T:CD4:Naive
cell_11289	L:T:CD4:Naive
cell_11292	L:T:CD4:Naive
cell_11295	L:T:CD4:Naive
cell_11297	L:T:CD4:Naive
cell_11299	L:T:CD4:Naive
cell_11300	L:T:CD4:Naive
cell_11302	L:T:CD4:Naive
cell_11303	L:T:CD4:Naive
cell_11304	L:T:CD4:Naive
cell_11307	L:T:CD4:Naive
cell_11308	L:T:CD4:Naive
cell_11309	L:T:CD4:Naive
cell_11311	L:T:CD4:Naive
cell_11312	L:T:CD4:Naive
cell_11314	L:T:CD4:Naive
cell_11320	L:T:CD4:Naive
cell_11321	L:T:CD4:Naive
cell_11323	L:T:CD4:Naive
cell_11324	L:T:CD4:Naive
cell_11325	L:T:CD4:Naive
cell_11326	L:B
cell_11327	L:T:CD4:Naive
cell_11328	L:T:CD4:Naive
cell_11330	L:T:CD4:Naive
cell_11332	L:T:CD4:Naive
cell_11333	L:T:CD4:Naive
cell_11336	L:T:CD4:Naive
cell_11337	L:T:CD4:Naive
cell_11339	L:T:CD4:Naive
cell_11341	L:T:CD4:Naive
cell_11343	L:T:CD4:Naive
cell_11346	L:T:CD4:Naive
cell_11348	L:T:CD4:Naive
cell_11350	L:T:CD4:Naive
cell_11351	L:T:CD4:Naive
cell_11354	L:T:CD4:Naive
cell_11355	L:T:CD4:Naive
cell_11357	L:T:CD4:Naive
cell_11358	L:T:CD4:EM
cell_11359	L:T:CD4:Naive
cell_11363	L:T:CD4:Naive
cell_11365	L:T:CD4:Naive
cell_11366	L:T:CD4:Naive
cell_11368	L:T:CD4:EM
cell_11369	L:T:CD4:Naive
cell_11370	L:T:CD4:Naive
cell_11374	L:T:CD4:Naive
cell_11375	L:T:CD4:Naive
cell_11376	L:T:CD4:Naive
cell_11379	L:T:CD4:Treg
cell_11381	L:T:CD4:Naive
cell_11382	L:T:CD4:Naive
cell_11385	L:T:CD4:Naive
cell_11388	L:T:CD4:EM
cell_11389	L:T:CD4:Naive
cell_11391	L:T:CD4:Naive
cell_11393	L:T:CD4:Naive
cell_11396	L:T:CD4:Naive
cell_11398	L:T:CD4:Naive
cell_11399	L:T:CD4:Naive
cell_11400	L:T:CD4:Naive
cell_11402	L:T:CD4:Treg
cell_11406	L:T:CD4:Naive
cell_11413	L:T:CD4:Naive
cell_11415	L:T:CD4:Naive
cell_11417	L:T:CD4:Naive
cell_11419	L:T:CD4:Naive
cell_11421	L:T:CD4:Naive
cell_11423	L:T:CD4:Naive
cell_11426	L:T:CD4:CM
cell_11427	L:T:CD4:Naive
cell_11428	L:T:CD4:Naive
cell_11429	L:T:CD4:Naive
cell_11430	L:T:CD4:Naive
cell_11431	L:T:CD4:Naive
cell_11432	L:T:CD4:Naive
cell_11433	L:T:CD4:Naive
cell_11434	L:T:CD4:Naive
cell_11435	L:T:CD4:Naive
cell_11438	L:T:CD4:Naive
cell_11439	L:T:CD4:Naive
cell_11441	L:T:CD4:Naive
cell_11442	L:T:CD4:Naive
cell_11445	L:T:CD4:Treg
cell_11447	L:T:CD4:Naive
cell_11449	L:B
cell_11450	L:B
cell_11451	L:T:CD4:Naive
cell_11452	L:T:CD4:Naive
cell_11454	L:T:CD4:Naive
cell_11455	L:T:CD4:Naive
cell_11457	L:T:CD4:Naive
cell_11459	L:T:CD4:Naive
cell_11460	L:T:CD4:CM
cell_11467	L:T:CD4:Naive
cell_11469	L:T:CD4:Naive
cell_11471	L:T:CD4:Naive
cell_11472	L:T:CD4:Naive
cell_11473	L:T:CD4:Naive
cell_11474	L:T:CD4:Naive
cell_11475	L:T:CD4:Naive
cell_11476	L:T:CD4:Treg
cell_11479	L:T:CD4:CM
cell_11480	L:T:CD4:Naive
cell_11481	L:T:CD4:Naive
cell_11484	L:T:CD4:Naive
cell_11485	L:T:CD4:Naive
cell_11487	L:T:CD4:Naive
cell_11488	L:T:CD4:Naive
cell_11490	L:T:CD4:Naive
cell_11492	L:T:CD4:Naive
cell_11493	L:T:CD4:CM
cell_11495	L:T:CD4:Naive
cell_11496	L:T:CD4:Naive
cell_11497	L:T:CD4:Naive
cell_11499	L:T:CD4:Naive
cell_11500	L:T:CD4:Naive
cell_11506	L:T:CD4:Naive
cell_11507	L:T:CD4:Naive
cell_11508	L:B
cell_11509	L:T:CD4:Naive
cell_11512	L:T:CD4:Naive
cell_11514	L:T:CD4:Naive
cell_11516	L:T:CD4:CM
cell_11519	L:T:CD4:Naive
cell_11521	L:T:CD4:Naive
cell_11523	L:T:CD8:Naive
cell_11524	L:T:CD4:Naive
cell_11525	L:T:CD4:Naive
cell_11527	L:T:CD4:Naive
cell_11528	L:T:CD8:Naive
cell_11529	L:T:CD4:Naive
cell_11532	L:T:CD4:Naive
cell_11534	L:T:CD4:Naive
cell_11535	L:T:CD4:Naive
cell_11538	L:T:CD4:Naive
cell_11539	L:T:CD4:Naive
cell_11544	L:T:CD4:Naive
cell_11546	L:T:CD4:Naive
cell_11547	L:T:CD4:Naive
cell_11548	L:T:CD4:Naive
cell_11549	L:T:CD4:CM
cell_11550	L:T:CD4:Naive
cell_11552	L:T:CD4:Naive
cell_11555	L:T:CD4:Naive
cell_11558	L:T:CD4:Naive
cell_11559	L:T:CD4:Naive
cell_11560	L:T:CD4:Naive
cell_11564	L:B
cell_11565	L:T:CD4:Naive
cell_11567	L:T:CD4:Naive
cell_11568	L:T:CD4:Naive
cell_11573	L:T:CD4:Naive
cell_11574	L:T:CD4:Naive
cell_11577	L:T:CD4:Naive
cell_11578	L:T:CD4:Naive
cell_11579	L:T:CD4:Naive
cell_11582	L:T:CD4:Naive
cell_11583	L:T:CD4:Naive
cell_11584	L:T:CD4:Naive
cell_11585	L:T:CD4:Naive
cell_11587	L:T:CD4:Naive
cell_11589	L:T:CD4:Naive
cell_10640	L:B
cell_10842	L:T:CD4:Naive
cell_10941	L:T:CD4:Naive
cell_10962	L:T:CD4:Naive
cell_10972	L:T:CD4:Naive
cell_11373	L:T:CD4:Naive
cell_11390	L:T:CD4:Treg
cell_11581	L:B
cell_10998	L:T:CD8:EM
cell_10648	L:T:CD4:Treg
cell_10686	L:B
cell_10702	L:NK
cell_10706	L:T:CD4:EM
cell_10714	L:B
cell_10751	L:T:CD4:EM
cell_10780	L:T:CD4:Naive
cell_10796	L:T:CD8:Naive
cell_10827	L:T:CD4:Treg
cell_10831	L:B
cell_10883	L:T:CD4:Treg
cell_10969	L:T:CD4:Naive
cell_11009	L:NK
cell_11018	L:T:CD8:EM
cell_11023	L:T:CD8:EM
cell_11056	L:T:CD4:Treg
cell_11067	L:T:CD4:TRM
cell_11123	L:T:CD4:Naive
cell_11141	L:T:CD8:EM
cell_11162	L:T:CD8:EM
cell_11194	L:T:CD4:Treg
cell_11216	L:B
cell_11255	L:T:CD4:Naive
cell_11362	L:T:CD8:Naive
cell_11367	L:B
cell_11394	L:T:CD4:TRM
cell_11405	L:T:CD4:Naive
cell_11412	L:T:CD4:TRM
cell_11503	L:T:CD4:Naive
cell_11537	L:T:CD8:EM
cell_11588	L:T:CD8:EM
cell_10650	L:B:PC
cell_10658	L:B
cell_10664	L:B
cell_10719	L:B
cell_10726	L:B:PC
cell_10728	L:B:PC
cell_10758	L:B:PC
cell_10771	CD34
cell_10779	L:B:PC
cell_10783	L:B
cell_10838	L:B
cell_10882	L:B:PC
cell_10895	L:B:PC
cell_10926	L:B
cell_10927	L:B:PC
cell_10987	L:B
cell_10991	L:B:PC
cell_10993	L:B
cell_10996	L:B:PC
cell_11012	L:B:PC
cell_11089	L:B
cell_11166	L:B
cell_11175	L:B
cell_11215	L:B:PC
cell_11218	L:B:PC
cell_11241	L:B
cell_11284	L:B
cell_11371	L:B
cell_11384	L:B
cell_11387	L:B
cell_11392	L:B
cell_11489	L:B:PC
cell_11494	L:B
cell_11554	L:B
cell_10660	L:B:PC
cell_10662	L:B
cell_10669	L:B:PC
cell_10673	L:B:PC
cell_10677	L:B
cell_10683	L:B
cell_10685	L:B
cell_10690	L:B
cell_10698	L:B
cell_10710	L:B
cell_10723	L:B:PC
cell_10727	L:B:PC
cell_10730	L:B:PC
cell_10731	CD34
cell_10733	L:B
cell_10736	L:B:PC
cell_10737	L:B
cell_10747	CD34
cell_10763	L:B
cell_10775	L:B
cell_10782	L:B:PC
cell_10789	L:B:PC
cell_10795	L:B:PC
cell_10797	L:B:PC
cell_10800	L:B:PC
