Cell	ImmClassifier_prediction
cell_19526	L:T:CD8:Naive
cell_19527	L:T:CD8:Naive
cell_19529	L:T:CD4:Naive
cell_19530	L:T:CD4:Naive
cell_19531	L:T:CD4:Naive
cell_19532	L:T:CD4:Naive
cell_19533	L:T:CD4:Naive
cell_19534	L:T:CD4:Naive
cell_19535	L:T:CD4:CM
cell_19536	L:T:CD4:Naive
cell_19537	L:T:CD4:CM
cell_19540	L:T:CD4:Naive
cell_19542	L:T:CD4:CM
cell_19545	L:T:CD4:Naive
cell_19548	L:T:CD4:Naive
cell_19549	L:T:CD4:Naive
cell_19550	L:T:CD4:Naive
cell_19551	L:T:CD4:Naive
cell_19552	L:T:CD4:EM
cell_19554	L:T:CD4:Naive
cell_19559	L:T:CD4:Naive
cell_19562	L:T:CD4:Naive
cell_19563	L:T:CD4:Naive
cell_19565	L:T:CD4:Naive
cell_19567	L:T:CD8:Naive
cell_19569	L:T:CD8:EM
cell_19571	L:T:CD4:Naive
cell_19574	L:T:CD4:Naive
cell_19576	L:T:CD8:Naive
cell_19578	L:T:CD8:Naive
cell_19580	L:T:CD4:Naive
cell_19581	L:T:CD4:Naive
cell_19583	L:T:CD8:Naive
cell_19584	L:T:CD8:Naive
cell_19585	L:T:CD4:Treg
cell_19589	L:T:CD4:EM
cell_19590	L:T:CD4:Naive
cell_19591	L:T:CD4:Naive
cell_19592	L:T:CD4:Naive
cell_19593	L:T:CD4:Naive
cell_19594	L:T:CD4:CM
cell_19596	L:T:CD4:Naive
cell_19601	L:T:CD4:Naive
cell_19602	L:T:CD4:EM
cell_19604	L:T:CD4:Naive
cell_19606	L:T:CD8:CM
cell_19607	L:T:CD4:Naive
cell_19611	L:T:CD4:Naive
cell_19613	L:T:CD4:Naive
cell_19615	L:T:CD8:CM
cell_19616	L:T:CD4:Treg
cell_19620	L:T:CD8:Naive
cell_19622	L:T:CD4:Naive
cell_19624	L:T:CD4:Naive
cell_19627	L:T:CD4:Naive
cell_19628	L:T:CD4:Naive
cell_19629	L:T:CD8:CM
cell_19631	L:T:CD8:Naive
cell_19632	L:T:CD4:Naive
cell_19633	L:T:CD4:Naive
cell_19637	L:T:CD4:Naive
cell_19639	L:T:CD4:EM
cell_19643	L:T:CD4:EM
cell_19645	L:T:CD4:Naive
cell_19646	L:T:CD8:EM
cell_19647	L:T:CD4:Naive
cell_19649	L:T:CD4:Naive
cell_19650	L:T:CD4:Naive
cell_19651	L:T:CD4:Naive
cell_19653	L:T:CD4:Naive
cell_19654	L:T:CD4:Naive
cell_19656	L:T:CD4:Naive
cell_19658	L:T:CD4:EM
cell_19661	L:T:CD4:Naive
cell_19662	L:T:CD4:Naive
cell_19663	L:T:CD4:Naive
cell_19664	L:T:CD4:Naive
cell_19668	L:T:CD4:CM
cell_19669	L:T:CD4:Naive
cell_19672	L:T:CD4:Naive
cell_19674	L:T:CD4:CM
cell_19675	L:T:CD4:Naive
cell_19679	L:T:CD4:Naive
cell_19680	L:T:CD4:Naive
cell_19681	L:T:CD4:Naive
cell_19687	L:T:CD4:EM
cell_19688	L:T:CD4:Naive
cell_19689	L:T:CD4:Naive
cell_19690	L:T:CD4:CM
cell_19694	L:T:CD4:Naive
cell_19695	L:T:CD4:Naive
cell_19698	L:T:CD4:Naive
cell_19699	L:T:CD4:Treg
cell_19704	L:T:CD4:Treg
cell_19710	L:T:CD4:Naive
cell_19711	L:T:CD4:Naive
cell_19712	L:T:CD4:CM
cell_19715	L:T:CD4:Naive
cell_19716	L:T:CD8:Naive
cell_19717	L:T:CD8:Naive
cell_19718	L:T:CD8:Naive
cell_19722	L:T:CD4:Naive
cell_19725	L:T:CD8:Naive
cell_19726	L:T:CD4:Naive
cell_19729	L:T:CD4:Naive
cell_19730	L:T:CD4:Naive
cell_19731	L:T:CD4:Naive
cell_19732	L:T:CD4:Naive
cell_19733	L:T:CD8:Naive
cell_19735	L:T:CD4:Naive
cell_19736	L:T:CD4:CM
cell_19737	L:T:CD8:EM
cell_19738	L:T:CD4:Naive
cell_19741	L:T:CD4:CM
cell_19742	L:T:CD4:CM
cell_19743	L:T:CD8:Naive
cell_19744	L:T:CD4:Naive
cell_19745	L:T:CD4:Tfh
cell_19746	L:T:CD4:Naive
cell_19751	L:T:CD4:Naive
cell_19752	L:T:CD4:Naive
cell_19753	L:T:CD4:Naive
cell_19754	L:T:CD4:Naive
cell_19757	L:T:CD4:Naive
cell_19762	L:T:CD4:Naive
cell_19766	L:T:CD4:Naive
cell_19772	L:T:CD4:Naive
cell_19773	L:T:CD4:Naive
cell_19774	L:T:CD4:CM
cell_19775	L:T:CD4:Naive
cell_19777	L:T:CD8:Naive
cell_19779	L:T:CD4:Naive
cell_19780	L:T:CD4:Treg
cell_19781	L:T:CD8:Naive
cell_19784	L:T:CD8:EM
cell_19785	L:T:CD4:Naive
cell_19786	L:T:CD8:Naive
cell_19787	L:T:CD4:Naive
cell_19788	L:T:CD4:Naive
cell_19789	L:T:CD4:Naive
cell_19790	L:T:CD4:Naive
cell_19791	L:T:CD4:Treg
cell_19793	L:T:CD4:EM
cell_19794	L:T:CD4:Naive
cell_19795	L:T:CD4:Naive
cell_19796	L:T:CD4:Tfh
cell_19798	L:T:CD4:Naive
cell_19801	L:T:CD4:Naive
cell_19803	L:T:CD8:Naive
cell_19804	L:T:CD4:Naive
cell_19806	L:T:CD4:Naive
cell_19807	L:T:CD4:Naive
cell_19808	L:T:CD4:Naive
cell_19809	L:T:CD4:Naive
cell_19811	L:T:CD4:Naive
cell_19813	L:T:CD4:Naive
cell_19815	L:T:CD4:EM
cell_19818	L:T:CD4:Naive
cell_19819	L:T:CD8:CM
cell_19821	L:T:CD4:CM
cell_19822	L:T:CD8:Naive
cell_19825	L:T:CD4:CM
cell_19826	L:T:CD4:Naive
cell_19829	L:T:CD4:EM
cell_19830	L:T:CD4:Naive
cell_19835	L:T:CD4:Naive
cell_19836	L:T:CD4:Naive
cell_19838	L:T:CD4:Naive
cell_19839	L:T:CD4:EM
cell_19840	L:T:CD4:Naive
cell_19843	L:T:CD4:Naive
cell_19844	L:T:CD4:Naive
cell_19845	L:T:CD4:Naive
cell_19846	L:T:CD4:Naive
cell_19849	L:T:CD4:Naive
cell_19852	L:T:CD4:Naive
cell_19854	L:T:CD4:Naive
cell_19855	L:T:CD4:Naive
cell_19856	L:T:CD4:Naive
cell_19857	L:T:CD4:Naive
cell_19858	L:T:CD4:Naive
cell_19859	L:T:CD4:Treg
cell_19861	L:T:CD4:Naive
cell_19862	L:T:CD4:EM
cell_19863	L:T:CD4:Naive
cell_19864	L:T:CD4:Naive
cell_19865	L:T:CD4:EM
cell_19866	L:T:CD4:Naive
cell_19868	L:T:CD8:EM
cell_19869	L:T:CD4:Naive
cell_19870	L:T:CD4:Naive
cell_19873	L:T:CD4:Naive
cell_19875	L:T:CD4:Naive
cell_19876	L:T:CD4:TRM
cell_19877	L:T:CD4:Naive
cell_19878	L:T:CD4:Naive
cell_19881	L:T:CD4:Naive
cell_19883	L:T:CD4:Naive
cell_19887	L:T:CD8:Naive
cell_19888	L:T:CD4:Naive
cell_19889	L:T:CD4:Naive
cell_19890	L:T:CD8:EM
cell_19896	L:T:CD4:Naive
cell_19897	L:T:CD4:Naive
cell_19898	L:T:CD4:Naive
cell_19899	L:T:CD8:Naive
cell_19900	L:T:CD4:Naive
cell_19904	L:T:CD4:Naive
cell_19907	L:T:CD4:CM
cell_19909	L:T:CD4:CM
cell_19910	L:T:CD4:Naive
cell_19911	L:T:CD4:Naive
cell_19912	L:T:CD4:Naive
cell_19914	L:T:CD4:EM
cell_19915	L:T:CD4:EM
cell_19918	L:T:CD4:Naive
cell_19919	L:T:CD4:Naive
cell_19920	L:T:CD4:Naive
cell_19921	L:T:CD4:Naive
cell_19923	L:T:CD4:Naive
cell_19926	L:T:CD4:Naive
cell_19927	L:T:CD4:Naive
cell_19928	L:T:CD4:Naive
cell_19931	L:T:CD4:CM
cell_19932	L:T:CD4:EM
cell_19933	L:T:CD4:Naive
cell_19936	L:T:CD4:Naive
cell_19938	L:T:CD4:Naive
cell_19939	L:T:CD8:Naive
cell_19942	L:T:CD4:Naive
cell_19943	L:T:CD4:Naive
cell_19945	L:T:CD4:EM
cell_19946	L:T:CD4:Naive
cell_19947	L:T:CD4:Treg
cell_19948	L:T:CD4:Naive
cell_19950	L:T:CD4:CM
cell_19953	L:T:CD4:CM
cell_19956	L:T:CD4:Naive
cell_19957	L:T:CD4:Naive
cell_19958	L:T:CD4:Naive
cell_19960	L:T:CD4:Naive
cell_19961	L:T:CD8:Naive
cell_19963	L:T:CD4:Naive
cell_19964	L:T:CD8:EM
cell_19965	L:T:CD4:EM
cell_19967	L:T:CD4:Naive
cell_19968	L:T:CD4:Naive
cell_19971	L:T:CD4:EM
cell_19974	L:T:CD4:Naive
cell_19976	L:T:CD4:Naive
cell_19977	L:T:CD4:Naive
cell_19978	L:T:CD4:Naive
cell_19979	L:T:CD4:Naive
cell_19980	L:T:CD4:Naive
cell_19981	L:T:CD4:Naive
cell_19982	L:T:CD4:Naive
cell_19983	L:T:CD4:Naive
cell_19986	L:T:CD4:Naive
cell_19987	L:T:CD4:Naive
cell_19989	L:T:CD4:Naive
cell_19990	L:T:CD4:Naive
cell_19992	L:T:CD4:Naive
cell_19993	L:T:CD8:EM
cell_19994	L:T:CD4:Naive
cell_19995	L:T:CD4:Naive
cell_19998	L:T:CD4:Naive
cell_20000	L:T:CD4:Naive
cell_20001	L:T:CD4:Naive
cell_20004	L:T:CD4:Naive
cell_20005	L:T:CD4:Naive
cell_20006	L:T:CD4:Naive
cell_20007	L:T:CD4:Naive
cell_20009	L:T:CD4:Naive
cell_20010	L:T:CD4:Naive
cell_20011	L:T:CD4:Naive
cell_20012	L:T:CD4:Naive
cell_20013	L:T:CD4:Naive
cell_20015	L:T:CD4:Naive
cell_20017	L:T:CD4:Naive
cell_20019	L:T:CD4:Naive
cell_20024	L:T:CD4:Naive
cell_20026	L:T:CD4:Naive
cell_20028	L:T:CD4:Naive
cell_20029	L:T:CD4:Naive
cell_20032	L:T:CD4:Naive
cell_20035	L:T:CD4:Naive
cell_20036	L:T:CD4:Naive
cell_20037	L:T:CD4:Naive
cell_20040	L:T:CD4:Naive
cell_20043	L:T:CD4:Naive
cell_20044	L:T:CD4:Naive
cell_20045	L:T:CD4:EM
cell_20046	L:T:CD4:Naive
cell_20047	L:T:CD4:Naive
cell_20050	L:T:CD8:Naive
cell_20051	L:T:CD8:Naive
cell_20054	L:T:CD4:CM
cell_20055	L:T:CD4:EM
cell_20056	L:T:CD8:Naive
cell_20057	L:T:CD8:CM
cell_20058	L:T:CD4:Naive
cell_20061	L:T:CD4:EM
cell_20063	L:T:CD4:EM
cell_20065	L:T:CD4:Naive
cell_20067	L:T:CD4:CM
cell_20068	L:T:CD4:Naive
cell_20069	L:T:CD4:Naive
cell_20070	L:T:CD4:Naive
cell_20071	L:T:CD4:Naive
cell_20073	L:T:CD8:Naive
cell_20074	L:T:CD4:Naive
cell_20076	L:T:CD4:Naive
cell_20077	L:T:CD4:Naive
cell_20078	L:T:CD4:Naive
cell_20079	L:T:CD4:Naive
cell_20081	L:T:CD4:Naive
cell_20082	L:T:CD4:Naive
cell_20083	L:T:CD8:EM
cell_20084	L:T:CD4:Naive
cell_20085	L:T:CD4:Treg
cell_20086	L:T:CD4:Naive
cell_20087	L:T:CD4:Naive
cell_20088	L:T:CD4:CM
cell_20089	L:T:CD4:Naive
cell_20091	L:T:CD4:Naive
cell_20094	L:T:CD4:Naive
cell_20095	L:T:CD4:Naive
cell_20097	L:T:CD4:Naive
cell_20101	L:T:CD4:Naive
cell_20103	L:T:CD4:Naive
cell_20106	L:T:CD4:Naive
cell_20109	L:T:CD4:Naive
cell_20110	L:T:CD8:Naive
cell_20115	L:T:CD4:Naive
cell_20116	L:T:CD4:Naive
cell_20117	L:T:CD4:Naive
cell_20119	L:T:CD4:Naive
cell_20120	L:T:CD4:Naive
cell_20124	L:T:CD4:Naive
cell_20125	L:T:CD4:Naive
cell_20126	L:T:CD4:EM
cell_20127	L:T:CD4:Naive
cell_20129	L:T:CD4:EM
cell_20130	L:T:CD4:Naive
cell_20133	L:T:CD4:Naive
cell_20135	L:T:CD4:Naive
cell_20136	L:T:CD4:CM
cell_20137	L:T:CD4:Naive
cell_20138	L:T:CD4:Naive
cell_20141	L:T:CD4:Naive
cell_20142	L:T:CD8:EM
cell_20143	L:T:CD4:Naive
cell_20146	L:T:CD8:EM
cell_20148	L:T:CD8:Naive
cell_20149	L:T:CD4:Naive
cell_20150	L:T:CD4:Naive
cell_20151	L:T:CD4:EM
cell_20152	L:T:CD4:Naive
cell_20153	L:T:CD4:Naive
cell_20154	L:T:CD4:CM
cell_20156	L:T:CD4:Tfh
cell_20157	L:T:CD4:Naive
cell_20158	L:T:CD4:Naive
cell_20160	L:T:CD4:Naive
cell_20163	L:T:CD4:Naive
cell_20166	L:T:CD4:CM
cell_20167	L:T:CD4:Naive
cell_20168	L:T:CD4:Naive
cell_20169	L:T:CD4:Naive
cell_20170	L:T:CD8:EM
cell_20171	L:T:CD4:Naive
cell_20172	L:T:CD4:Naive
cell_20173	L:T:CD8:EM
cell_20175	L:T:CD4:Naive
cell_20176	L:T:CD4:Naive
cell_20177	L:T:CD4:EM
cell_20179	L:T:CD4:Tfh
cell_20180	L:T:CD8:EM
cell_20181	L:B
cell_20182	L:T:CD4:Naive
cell_20185	L:T:CD4:Naive
cell_20186	L:T:CD4:Naive
cell_20187	L:unconvT:gdT
cell_20190	L:T:CD4:CM
cell_20191	L:T:CD4:CM
cell_20192	L:T:CD4:Naive
cell_20193	L:T:CD4:Naive
cell_20196	L:T:CD4:Naive
cell_20197	L:T:CD4:Naive
cell_20198	L:T:CD4:Naive
cell_20199	L:T:CD8:Naive
cell_20205	L:T:CD8:Naive
cell_20206	L:T:CD4:Naive
cell_20207	L:T:CD8:Naive
cell_20208	L:T:CD4:Naive
cell_20209	L:T:CD4:Naive
cell_20210	L:T:CD4:Naive
cell_20211	L:T:CD4:Naive
cell_20212	L:T:CD4:Treg
cell_20213	L:T:CD4:Naive
cell_20215	L:T:CD4:Naive
cell_20216	L:T:CD4:Naive
cell_20217	L:T:CD4:Naive
cell_20218	L:T:CD4:Naive
cell_20219	L:T:CD4:Naive
cell_20220	L:T:CD4:Naive
cell_20223	L:T:CD4:Naive
cell_20224	L:T:CD4:Naive
cell_20225	L:T:CD4:Naive
cell_20226	L:T:CD4:Naive
cell_20227	L:T:CD4:Naive
cell_20229	L:T:CD4:Naive
cell_20230	L:T:CD4:CM
cell_20231	L:T:CD4:Naive
cell_20233	L:T:CD4:Naive
cell_20234	L:T:CD4:EM
cell_20239	L:T:CD4:Naive
cell_20241	L:T:CD8:Naive
cell_20242	L:T:CD4:Tfh
cell_20243	L:T:CD4:Naive
cell_20244	L:T:CD4:Naive
cell_20247	L:T:CD4:Naive
cell_20248	L:T:CD8:Naive
cell_20249	L:T:CD4:EM
cell_20250	L:T:CD4:CM
cell_20252	L:T:CD4:Naive
cell_20253	L:T:CD4:Naive
cell_20254	L:T:CD4:Naive
cell_20255	L:T:CD4:CM
cell_20256	L:T:CD4:Naive
cell_20258	L:T:CD4:EM
cell_20259	L:T:CD4:Naive
cell_20261	L:T:CD4:Naive
cell_20262	L:T:CD4:EM
cell_20264	L:T:CD4:CM
cell_20266	L:T:CD4:Naive
cell_20267	L:T:CD4:Naive
cell_20268	L:T:CD4:Naive
cell_20269	L:T:CD4:Naive
cell_20271	L:T:CD4:Naive
cell_20272	L:T:CD4:EM
cell_20273	L:T:CD8:Naive
cell_20274	L:T:CD8:EM
cell_20276	L:T:CD4:Naive
cell_20277	L:T:CD4:Naive
cell_20281	L:T:CD4:Naive
cell_20282	L:T:CD4:Naive
cell_20283	L:T:CD4:Naive
cell_20284	L:T:CD4:Naive
cell_20285	L:T:CD4:Naive
cell_20286	L:T:CD4:Naive
cell_20288	L:T:CD4:Naive
cell_20289	L:unconvT:gdT
cell_20291	L:T:CD4:Naive
cell_20292	L:T:CD8:EM
cell_20293	L:T:CD4:Naive
cell_20294	L:T:CD4:Naive
cell_20295	L:T:CD4:Naive
cell_20296	L:T:CD4:Naive
cell_20298	L:T:CD4:EM
cell_20300	L:T:CD4:Naive
cell_20303	L:T:CD4:Naive
cell_20304	L:T:CD4:Naive
cell_20305	L:T:CD4:Naive
cell_20306	L:T:CD4:EM
cell_20308	L:T:CD4:Naive
cell_20311	L:T:CD4:Naive
cell_20312	L:T:CD4:Naive
cell_20313	L:T:CD4:EM
cell_20314	L:T:CD4:CM
cell_20316	L:T:CD4:Naive
cell_20318	L:T:CD8:Naive
cell_20319	L:T:CD4:Naive
cell_20320	L:T:CD4:Naive
cell_20323	L:T:CD4:Naive
cell_20324	L:T:CD4:EM
cell_20326	L:T:CD4:Naive
cell_20327	L:T:CD8:Naive
cell_20329	L:T:CD4:Naive
cell_20330	L:T:CD8:EM
cell_20331	L:T:CD8:Naive
cell_20332	L:T:CD4:Naive
cell_20334	L:T:CD4:Naive
cell_20335	L:T:CD4:Naive
cell_20337	L:T:CD4:EM
cell_20340	L:T:CD4:Naive
cell_20342	L:T:CD4:Naive
cell_20344	L:T:CD8:Naive
cell_20346	L:T:CD4:Naive
cell_20348	L:T:CD4:Naive
cell_20350	L:T:CD4:Naive
cell_20351	L:T:CD4:EM
cell_20352	L:T:CD4:EM
cell_20355	L:T:CD4:Naive
cell_20356	L:T:CD4:Naive
cell_20357	L:T:CD4:Naive
cell_20358	L:T:CD4:Naive
cell_20359	L:T:CD8:Naive
cell_20360	L:T:CD4:Naive
cell_20362	L:T:CD4:Naive
cell_20364	L:T:CD4:Naive
cell_20366	L:T:CD4:Naive
cell_20368	L:T:CD4:EM
cell_20369	L:T:CD4:Naive
cell_20371	L:T:CD4:Naive
cell_20373	L:T:CD4:Naive
cell_20374	L:T:CD8:EM
cell_20375	L:T:CD8:Naive
cell_20377	L:T:CD4:Naive
cell_20379	L:T:CD4:Naive
cell_20380	L:T:CD8:CM
cell_20381	L:T:CD8:Naive
cell_20383	L:T:CD4:EM
cell_20384	L:T:CD4:Naive
cell_20385	L:T:CD4:Naive
cell_20386	L:T:CD4:CM
cell_20387	L:T:CD4:Naive
cell_20390	L:T:CD4:Naive
cell_20393	L:T:CD4:EM
cell_20394	L:unconvT:gdT
cell_20396	L:T:CD4:Naive
cell_20397	L:T:CD4:Naive
cell_20398	L:T:CD4:Naive
cell_20399	L:T:CD4:CM
cell_20400	L:T:CD4:Naive
cell_20401	L:T:CD4:Naive
cell_20402	L:T:CD4:Naive
cell_20403	L:T:CD4:EM
cell_20404	L:T:CD4:EM
cell_20405	L:T:CD4:Naive
cell_20406	L:T:CD8:CM
cell_20408	L:T:CD4:Naive
cell_20409	L:T:CD4:EM
cell_20410	L:T:CD4:Naive
cell_20412	L:T:CD4:Naive
cell_20413	L:T:CD4:EM
cell_20414	L:T:CD4:Naive
cell_20416	L:T:CD4:CM
cell_20417	L:T:CD8:EM
cell_20418	L:T:CD4:Naive
cell_20419	L:T:CD4:CM
cell_20420	L:T:CD4:Naive
cell_20421	L:T:CD4:Treg
cell_20423	L:T:CD4:Naive
cell_20424	L:T:CD4:Naive
cell_20425	L:T:CD4:Naive
cell_20426	L:T:CD4:EM
cell_20427	L:T:CD4:Naive
cell_20429	L:T:CD4:Naive
cell_20430	L:T:CD4:Naive
cell_20431	L:T:CD4:Naive
cell_20432	L:T:CD4:Naive
cell_20433	L:T:CD4:Naive
cell_20434	L:T:CD4:EM
cell_20436	L:T:CD4:Naive
cell_20438	L:T:CD4:Naive
cell_20439	L:T:CD4:Naive
cell_20442	L:T:CD4:CM
cell_20444	L:T:CD4:Naive
cell_20446	L:T:CD4:Naive
cell_20447	L:T:CD4:Naive
cell_20449	L:T:CD8:EM
cell_20450	L:T:CD4:Naive
cell_20452	L:T:CD4:Naive
cell_20453	L:T:CD4:EM
cell_20454	L:T:CD4:Naive
cell_20455	L:T:CD4:Naive
cell_20457	L:T:CD4:Naive
cell_20458	L:T:CD4:Treg
cell_20461	L:T:CD4:Naive
cell_20462	L:T:CD4:Naive
cell_20463	L:T:CD4:Treg
cell_20464	L:T:CD8:Naive
cell_20465	L:T:CD4:CM
cell_20466	L:T:CD4:Naive
cell_20467	L:T:CD4:Naive
cell_20470	L:T:CD4:Naive
cell_20474	L:T:CD4:Naive
cell_20476	L:T:CD4:TRM
cell_20477	L:T:CD4:Naive
cell_20480	L:T:CD4:Naive
cell_20481	L:T:CD4:Naive
cell_20482	L:T:CD4:Naive
cell_20483	L:T:CD4:Naive
cell_20484	L:T:CD4:Naive
cell_20485	L:T:CD4:Naive
cell_20487	L:T:CD4:Naive
cell_20488	L:T:CD4:Naive
cell_20489	L:T:CD4:Naive
cell_20490	L:T:CD4:Naive
cell_20491	L:T:CD4:Naive
cell_20493	L:T:CD4:Naive
cell_20495	L:T:CD4:Naive
cell_20496	L:T:CD4:Naive
cell_20497	L:T:CD4:CM
cell_20501	L:T:CD4:Naive
cell_20502	L:T:CD4:Naive
cell_20503	L:T:CD8:Naive
cell_20504	L:T:CD4:Tfh
cell_20505	L:T:CD8:Naive
cell_20506	L:T:CD4:EM
cell_20507	L:T:CD4:CM
cell_20508	L:T:CD4:EM
cell_20510	L:T:CD4:Naive
cell_20512	L:T:CD4:Naive
cell_20514	L:T:CD4:Naive
cell_20515	L:T:CD4:Naive
cell_20516	L:T:CD8:EM
cell_20518	L:T:CD4:Naive
cell_20519	L:T:CD4:Naive
cell_20520	L:T:CD4:Naive
cell_20523	L:T:CD4:CM
cell_20524	L:T:CD4:Naive
cell_20525	L:T:CD8:Naive
cell_20526	L:T:CD4:Naive
cell_20527	L:T:CD4:CM
cell_20529	L:T:CD4:CM
cell_20530	L:T:CD4:Treg
cell_20531	L:T:CD4:Naive
cell_20533	L:T:CD4:Naive
cell_20534	L:T:CD4:Naive
cell_20535	L:T:CD4:Naive
cell_20538	L:T:CD4:Naive
cell_20539	L:T:CD4:Naive
cell_20541	L:T:CD4:Naive
cell_20542	L:T:CD4:Naive
cell_20543	L:T:CD4:Naive
cell_20544	L:T:CD4:Naive
cell_20546	L:T:CD4:Naive
cell_20548	L:T:CD4:Naive
cell_20553	L:T:CD4:Naive
cell_20554	L:T:CD4:Naive
cell_20557	L:T:CD4:CM
cell_20558	L:T:CD4:Naive
cell_20560	L:T:CD4:Naive
cell_20561	L:T:CD4:Naive
cell_20562	L:T:CD4:Naive
cell_20565	L:T:CD8:Naive
cell_20570	L:T:CD4:Naive
cell_20571	L:T:CD4:Naive
cell_20573	L:T:CD8:Naive
cell_20574	L:T:CD4:Naive
cell_20575	L:T:CD4:Naive
cell_20577	L:T:CD4:Naive
cell_20579	L:T:CD4:Naive
cell_20580	L:T:CD4:Tfh
cell_20581	L:T:CD4:Naive
cell_20584	L:T:CD4:Naive
cell_20585	L:T:CD4:Naive
cell_20587	L:T:CD4:Naive
cell_20591	L:T:CD4:Naive
cell_20593	L:T:CD4:Naive
cell_20596	L:T:CD4:Naive
cell_20598	L:B
cell_20599	L:unconvT:gdT
cell_20600	L:T:CD4:Naive
cell_20601	L:T:CD4:Naive
cell_20602	L:T:CD4:EM
cell_20603	L:T:CD4:Naive
cell_20604	L:T:CD4:Naive
cell_20605	L:T:CD8:Naive
cell_20606	L:T:CD4:CM
cell_20607	L:T:CD4:CM
cell_20609	L:T:CD4:Naive
cell_20610	L:T:CD8:EM
cell_20611	L:T:CD4:EM
cell_20614	L:T:CD8:Naive
cell_20616	L:T:CD4:Naive
cell_20617	L:T:CD4:Naive
cell_20619	L:T:CD4:Naive
cell_20621	L:T:CD4:Naive
cell_20622	L:T:CD4:Naive
cell_20623	L:T:CD4:Naive
cell_20624	L:T:CD4:Naive
cell_20625	L:T:CD4:Naive
cell_20626	L:T:CD4:Naive
cell_20627	L:T:CD4:Naive
cell_20628	L:T:CD4:CM
cell_20629	L:T:CD4:Naive
cell_20630	L:T:CD4:Naive
cell_20631	L:T:CD4:Naive
cell_20632	L:T:CD4:Naive
cell_20633	L:T:CD4:EM
cell_20637	L:T:CD4:Naive
cell_20641	L:T:CD4:Naive
cell_20642	L:T:CD4:Naive
cell_20643	L:T:CD4:Naive
cell_20644	L:T:CD4:Naive
cell_20645	L:T:CD4:CM
cell_20646	L:T:CD4:Naive
cell_20647	L:T:CD4:Naive
cell_20648	L:T:CD4:Naive
cell_20650	L:T:CD4:Naive
cell_20651	L:T:CD8:Naive
cell_20652	L:T:CD4:Naive
cell_20654	CD34
cell_20655	L:T:CD4:Naive
cell_20656	L:T:CD8:Naive
cell_20657	L:T:CD4:Naive
cell_20658	L:T:CD4:Naive
cell_20659	L:T:CD4:Naive
cell_20660	L:T:CD4:CM
cell_20661	L:T:CD4:Treg
cell_20662	L:T:CD4:Naive
cell_20664	L:T:CD4:Naive
cell_20665	L:T:CD4:EM
cell_20666	L:T:CD8:Naive
cell_20668	L:T:CD4:Naive
cell_20669	L:T:CD4:Naive
cell_20670	L:T:CD4:Naive
cell_20673	L:T:CD4:Naive
cell_20675	L:T:CD8:Naive
cell_20676	L:T:CD4:Naive
cell_20677	L:T:CD4:Naive
cell_20678	L:T:CD4:Naive
cell_20679	L:T:CD4:Naive
cell_20680	L:T:CD4:EM
cell_20681	L:T:CD4:Naive
cell_20682	L:T:CD4:Naive
cell_20685	L:T:CD4:Naive
cell_20688	L:T:CD4:Naive
cell_20689	L:T:CD4:Naive
cell_20690	L:T:CD4:Naive
cell_20692	L:T:CD4:Naive
cell_20693	L:T:CD4:Naive
cell_20694	L:T:CD8:Naive
cell_20695	L:T:CD4:Naive
cell_20696	L:T:CD4:Naive
cell_20698	L:T:CD4:Naive
cell_20699	L:B
cell_20700	L:T:CD4:Naive
cell_20701	L:T:CD4:Naive
cell_20706	L:T:CD4:Naive
cell_20707	L:T:CD4:Naive
cell_20711	L:T:CD4:CM
cell_20712	L:T:CD4:Naive
cell_20713	L:T:CD8:EM
cell_20714	L:T:CD4:CM
cell_20715	L:T:CD4:Naive
cell_20717	L:T:CD4:Naive
cell_20719	L:T:CD4:Naive
cell_20721	L:T:CD8:CM
cell_20723	L:T:CD4:Naive
cell_20724	L:T:CD4:Naive
cell_20726	L:T:CD4:Treg
cell_20727	L:T:CD4:CM
cell_20729	L:T:CD4:Naive
cell_20730	L:T:CD4:Naive
cell_20732	L:T:CD4:Naive
cell_20733	L:T:CD4:CM
cell_20737	L:T:CD4:Treg
cell_20740	L:T:CD4:Naive
cell_20741	L:T:CD4:Naive
cell_20744	L:T:CD4:Naive
cell_20746	L:T:CD4:Naive
cell_20747	L:T:CD4:Naive
cell_20749	L:T:CD4:Naive
cell_20751	L:T:CD4:Naive
cell_20752	L:T:CD4:Naive
cell_20753	L:T:CD4:CM
cell_20755	L:T:CD4:CM
cell_20760	L:T:CD4:Naive
cell_20761	L:T:CD4:Naive
cell_20762	L:T:CD4:Naive
cell_20767	L:T:CD4:Naive
cell_20770	L:T:CD4:EM
cell_20774	L:T:CD8:Naive
cell_20775	L:unconvT:MAIT
cell_20776	L:T:CD4:EM
cell_20777	L:T:CD4:Naive
cell_20779	L:T:CD8:CM
cell_20781	L:T:CD4:Naive
cell_20782	L:T:CD8:Naive
cell_20783	L:T:CD4:Naive
cell_20785	L:T:CD8:Naive
cell_20786	L:T:CD4:Naive
cell_20787	L:T:CD8:Naive
cell_20789	L:T:CD4:EM
cell_20790	L:T:CD4:Naive
cell_20791	L:T:CD4:Naive
cell_20792	L:T:CD4:Naive
cell_20793	L:T:CD4:Naive
cell_20794	L:T:CD4:CM
cell_20795	L:T:CD4:Naive
cell_20797	L:T:CD4:Naive
cell_20800	L:T:CD4:Naive
