Cell	ImmClassifier_prediction
TTC71.1116	L:T:CD8:TRM
TTC7.1116	L:T:CD8:TRM
TTC72.1116	L:T:CD8:TRM
TTC73.1116	L:T:CD8:TRM
TTC74.1116	L:unconvT:MAIT
TTC75.1116	L:T:CD8:TRM
TTC76.1116	L:T:CD8:TRM
TTC77.1116	L:T:CD8:TRM
TTC78.1116	L:T:CD8:TRM
TTC79.1116	L:T:CD8:TRM
TTC80.1116	L:T:CD8:TRM
TTC81.1116	L:T:CD8:TRM
TTC8.1116	L:T:CD8:TRM
TTC82.1116	L:T:CD8:TRM
TTC84.1116	L:T:CD8:TRM
TTC85.1116	L:T:CD8:EM
TTC86.1116	L:T:CD8:TRM
TTC87.1116	L:T:CD8:TRM
TTC88.1116	L:T:CD8:TRM
TTC89.1116	L:T:CD8:TRM
TTC91.1116	L:T:CD8:TRM
TTC9.1116	L:T:CD8:TRM
TTC92.1116	L:T:CD8:TRM
TTC93.1116	L:unconvT:MAIT
TTC94.1116	L:T:CD8:TRM
TTC95.1116	L:T:CD8:TRM
TTC96.1116	L:T:CD8:TRM
TTC97.1116	L:T:CD8:EMRA
TTC98.1116	L:T:CD8:TRM
TTC99.1116	L:T:CD8:TRM
TTH10.1116	L:T:CD4:Ex
TTH11.1116	L:T:CD4:TRM
TTH1.1116	L:T:CD4:Treg
TTH12.1116	L:T:CD4:Treg
TTH13.1116	L:T:CD4:Ex
TTH14.1116	L:T:CD4:Ex
TTH15.1116	L:T:CD4:Ex
TTH16.1116	L:T:CD4:Ex
TTH17.1116	L:B:PC
TTH18.1116	L:T:CD4:Ex
TTH20.1116	L:B:PC
TTH21.1116	L:T:CD4:Treg
TTH2.1116	L:T:CD8:Ex
TTH22.1116	L:T:CD4:Treg
TTH23.1116	L:T:CD4:Treg
TTH24.1116	L:T:CD8:TRM
TTH25.1116	L:T:CD4:Ex
TTH26.1116	L:T:CD4:Ex
TTH27.1116	L:T:CD4:Ex
TTH28.1116	L:T:CD4:Ex
TTH29.1116	L:T:CD4:TRM
TTH30.1116	L:T:CD8:TRM
TTH31.1116	M:Mega
TTH3.1116	L:T:CD4:Treg
TTH32.1116	L:T:CD4:Ex
TTH33.1116	L:T:CD4:Treg
TTH34.1116	L:T:CD4:Treg
TTH37.1116	L:T:CD4:Treg
TTH38.1116	L:T:CD4:Ex
TTH39.1116	L:T:CD4:Ex
TTH40.1116	L:T:CD4:Ex
TTH41.1116	L:T:CD4:Treg
TTH4.1116	L:T:CD4:Ex
TTH42.1116	L:T:CD4:TRM
TTH43.1116	L:T:CD4:Ex
TTH44.1116	L:T:CD4:Treg
TTH45.1116	L:T:CD4:Ex
TTH46.1116	L:T:CD4:Ex
TTH47.1116	L:T:CD4:Ex
TTH48.1116	L:T:CD4:Treg
TTH49.1116	L:T:CD4:Treg
TTH50.1116	L:T:CD4:Ex
TTH51.1116	L:T:CD4:Ex
TTH5.1116	L:T:CD4:Ex
TTH52.1116	L:T:CD4:Treg
TTH53.1116	L:T:CD4:Ex
TTH54.1116	L:T:CD4:Ex
TTH55.1116	L:T:CD4:Ex
TTH56.1116	L:T:CD4:Treg
TTH6.1116	L:T:CD4:Ex
TTH7.1116	L:T:CD8:TRM
TTH8.1116	L:T:CD4:Ex
TTH9.1116	L:T:CD4:Ex
TTR100.1116	L:T:CD4:Ex
TTR101.1116	L:T:CD4:Treg
TTR10.1116	L:T:CD4:Treg
TTR102.1116	L:T:CD4:Treg
TTR103.1116	L:T:CD4:Ex
TTR104.1116	L:T:CD4:Treg
TTR105.1116	L:T:CD4:Treg
TTR106.1116	L:B:PC
TTR107.1116	L:T:CD4:Treg
TTR108.1116	L:T:CD4:Treg
TTR109.1116	L:T:CD4:Ex
TTR110.1116	L:T:CD4:Treg
TTR111.1116	L:T:CD4:Treg
TTR11.1116	L:T:CD4:Treg
TTR1.1116	L:B
TTR112.1116	L:T:CD4:Treg
TTR13.1116	L:T:CD4:Ex
TTR14.1116	L:T:CD4:Treg
TTR15.1116	L:T:CD4:Treg
TTR16.1116	L:T:CD4:Treg
TTR17.1116	L:B
TTR18.1116	L:T:CD4:Treg
TTR19.1116	L:T:CD4:Treg
TTR20.1116	L:T:CD4:Treg
TTR21.1116	L:T:CD4:Ex
TTR2.1116	L:T:CD4:Ex
TTR22.1116	L:T:CD4:Treg
TTR23.1116	L:T:CD4:Treg
TTR24.1116	L:T:CD4:Treg
TTR3.1116	L:T:CD4:Ex
TTR4.1116	L:T:CD4:Ex
TTR5.1116	L:T:CD4:Treg
TTR6.1116	L:B:PC
TTR7.1116	L:T:CD4:Treg
TTR8.1116	L:B
TTR9.1116	L:T:CD4:Treg
TTR97.1116	L:B
TTR98.1116	L:T:CD4:Ex
TTR99.1116	L:T:CD4:Ex
NTH33.1116	L:T:CD8:TRM
NTH35.1116	L:T:CD4:CM
NTH36.1116	L:T:CD8:TRM
NTH37.1116	L:T:CD4:TRM
NTH38.1116	L:T:CD4:Treg
NTH39.1116	L:T:CD8:TRM
NTH40.1116	L:T:CD4:TRM
NTH41.1116	L:T:CD4:TRM
NTH42.1116	L:T:CD4:TRM
NTH43.1116	L:T:CD4:Treg
NTH44.1116	L:T:CD4:Treg
NTH45.1116	L:T:CD4:Treg
NTH46.1116	M:Mono:Mac
NTH47.1116	L:T:CD4:Treg
NTH48.1116	L:T:CD4:TRM
NTH49.1116	L:T:CD8:TRM
NTH50.1116	L:T:CD4:Treg
NTH51.1116	M:Mono:Mac
NTH53.1116	L:T:CD8:EMRA
NTH55.1116	L:T:CD4:TRM
NTH58.1116	L:T:CD4:TRM
NTH59.1116	L:T:CD4:Ex
NTH60.1116	L:T:CD4:TRM
NTH61.1116	L:T:CD4:Treg
NTH62.1116	L:T:CD8:TRM
NTH63.1116	L:T:CD4:Ex
NTH64.1116	L:T:CD4:Treg
NTH65.1116	L:B
NTH66.1116	L:T:CD4:Ex
NTH67.1116	L:T:CD4:Treg
NTH71.1116	L:T:CD4:Treg
NTH73.1116	L:NK
NTH76.1116	L:T:CD4:Ex
NTH77.1116	L:T:CD4:TRM
NTH80.1116	L:unconvT:MAIT
NTH81.1116	L:B
NTH82.1116	L:T:CD4:Treg
NTH86.1116	L:T:CD4:Ex
NTH90.1116	L:T:CD4:Ex
NTH91.1116	L:T:CD8:TRM
NTH94.1116	L:B
NTH95.1116	L:T:CD4:TRM
NTH96.1116	L:NK
NTR10.1116	L:T:CD4:TRM
NTR21.1116	L:T:CD4:Treg
NTR22.1116	L:T:CD4:Treg
NTR23.1116	M:Mono:Mac
NTR26.1116	L:T:CD4:Treg
NTR32.1116	L:NK
NTR34.1116	L:T:CD4:Treg
NTR37.1116	L:T:CD4:Treg
NTR46.1116	M:Mega
NTR5.1116	L:T:CD4:Treg
NTR71.1116	L:T:CD4:CM
NTR7.1116	L:T:CD4:Treg
NTR72.1116	L:T:CD4:TRM
NTR78.1116	L:T:CD4:Treg
NTR79.1116	L:T:CD4:Treg
NTR8.1116	L:T:CD4:Ex
NTR86.1116	L:T:CD4:Ex
NTR87.1116	L:T:CD4:Treg
NTR91.1116	L:T:CD4:Treg
NTR92.1116	L:NK
NTR94.1116	L:B
NTR96.1116	L:T:CD4:Treg
PTR1.1116	L:T:CD4:Treg
PTR21.1116	L:T:CD4:Naive
PTR22.1116	L:T:CD4:Treg
PTR24.1116	L:T:CD4:Treg
PTR29.1116	L:T:CD4:Treg
PTR3.1116	L:T:CD4:Treg
PTR40.1116	L:T:CD4:Treg
PTR4.1116	L:T:CD4:Treg
PTR43.1116	L:B
PTR46.1116	L:T:CD4:Treg
PTR47.1116	L:T:CD4:Treg
PTR5.1116	L:T:CD4:Treg
PTR64.1116	L:T:CD4:Treg
PTR72.1116	L:T:CD4:Treg
PTR73.1116	L:T:CD4:Treg
PTR74.1116	L:T:CD4:Treg
PTR81.1116	L:T:CD4:Treg
PTR86.1116	L:T:CD4:Treg
PTR87.1116	L:T:CD4:Treg
PTR88.1116	L:T:CD4:Treg
PTR92.1116	L:T:CD4:Treg
PTR94.1116	L:T:CD4:Treg
TTH57.1116	L:T:CD4:Ex
TTH58.1116	L:T:CD4:Ex
TTH59.1116	L:T:CD4:Ex
TTH60.1116	L:T:CD4:TRM
TTH61.1116	L:T:CD4:Treg
TTH62.1116	L:T:CD4:Ex
TTH63.1116	L:T:CD4:Ex
TTH65.1116	L:T:CD4:Ex
TTH66.1116	L:T:CD4:Treg
TTH67.1116	L:T:CD4:Ex
TTH68.1116	L:T:CD4:Ex
TTH69.1116	L:T:CD4:Ex
TTH70.1116	L:T:CD4:Treg
TTH72.1116	L:T:CD4:Ex
TTH73.1116	L:T:CD4:Treg
TTH74.1116	L:T:CD8:Ex
TTH75.1116	L:T:CD8:TRM
TTH76.1116	L:T:CD4:Ex
TTH77.1116	L:T:CD4:Ex
TTH78.1116	L:T:CD4:Ex
TTH79.1116	L:T:CD4:Ex
TTH80.1116	L:T:CD4:Ex
TTH81.1116	L:T:CD4:Ex
TTH82.1116	L:T:CD4:Treg
TTH84.1116	L:T:CD4:Treg
TTH85.1116	L:T:CD4:Treg
TTH86.1116	L:T:CD4:Treg
TTH87.1116	L:T:CD4:TRM
TTH88.1116	L:T:CD4:Treg
TTH89.1116	L:T:CD4:TRM
TTH90.1116	L:T:CD4:TRM
TTH91.1116	L:T:CD4:Ex
TTH92.1116	L:T:CD4:Ex
TTH93.1116	L:T:CD4:Treg
TTH94.1116	L:T:CD4:Treg
TTH95.1116	L:B:PC
TTH96.1116	L:T:CD4:Ex
TTR25.1116	L:T:CD4:Ex
TTR26.1116	L:T:CD4:Treg
TTR27.1116	L:T:CD4:Treg
TTR31.1116	L:T:CD4:Treg
TTR33.1116	L:T:CD4:Treg
TTR34.1116	L:T:CD4:Treg
TTR35.1116	L:T:CD4:Treg
TTR36.1116	L:T:CD4:Treg
TTR37.1116	L:T:CD4:Ex
TTR39.1116	L:T:CD4:Treg
TTR40.1116	L:T:CD4:Treg
TTR43.1116	L:T:CD4:Ex
TTR44.1116	L:T:CD4:Treg
TTR46.1116	L:T:CD4:Treg
TTR47.1116	L:T:CD4:Treg
NTH52.1116	L:T:CD4:Treg
NTH54.1116	L:T:CD8:TRM
NTH56.1116	L:NK
NTH57.1116	L:T:CD4:TRM
NTH68.1116	L:T:CD4:Ex
NTH70.1116	L:T:CD4:Treg
NTH72.1116	L:T:CD4:Treg
NTH74.1116	L:T:CD4:Treg
NTH75.1116	M:Mono:Mac
NTH78.1116	L:T:CD4:Treg
NTH79.1116	L:T:CD4:TRM
NTH83.1116	L:T:CD4:TRM
NTH84.1116	L:T:CD4:Ex
NTH85.1116	L:T:CD4:TRM
NTH87.1116	L:T:CD4:TRM
NTH88.1116	L:T:CD8:TRM
NTH89.1116	L:T:CD4:TRM
NTH93.1116	L:T:CD4:Ex
NTR100.1116	L:T:CD4:Treg
NTR101.1116	L:T:CD4:TRM
NTR102.1116	L:T:CD4:Ex
NTR104.1116	L:T:CD4:Ex
NTR11.1116	L:T:CD4:TRM
NTR12.1116	L:T:CD4:Treg
NTR13.1116	L:T:CD4:Treg
NTR14.1116	L:T:CD4:Treg
NTR15.1116	L:T:CD4:Treg
NTR16.1116	L:T:CD4:Treg
NTR17.1116	L:T:CD4:Treg
NTR18.1116	L:T:CD4:Treg
NTR19.1116	L:T:CD4:Treg
NTR25.1116	L:T:CD4:Treg
NTR27.1116	L:T:CD4:Ex
NTR28.1116	L:T:CD4:Treg
NTR29.1116	L:T:CD4:Treg
NTR30.1116	L:T:CD4:Treg
NTR31.1116	L:T:CD4:TRM
NTR3.1116	L:T:CD4:TRM
NTR35.1116	L:T:CD4:Treg
NTR36.1116	L:T:CD4:Ex
NTR38.1116	L:T:CD4:Treg
NTR39.1116	L:B:PC
NTR40.1116	L:B
NTR4.1116	L:NK
NTR43.1116	M:Mega
NTR44.1116	L:T:CD4:Ex
NTR45.1116	L:T:CD4:Treg
NTR47.1116	L:B:PC
NTR48.1116	L:T:CD4:Treg
NTR49.1116	L:T:CD4:Treg
NTR50.1116	L:T:CD4:Treg
NTR52.1116	L:T:CD4:Treg
NTR53.1116	M:Mono:Mac
NTR54.1116	M:Mono:Mac
NTR56.1116	M:Mono:Mac
NTR58.1116	L:T:CD4:Treg
NTR59.1116	L:T:CD4:Treg
NTR60.1116	M:Mono:Mac
NTR61.1116	L:B:PC
NTR6.1116	L:B
NTR63.1116	L:T:CD8:TRM
NTR66.1116	L:T:CD4:Treg
NTR67.1116	L:T:CD4:Treg
NTR68.1116	L:T:CD4:Ex
NTR70.1116	M:Mono:Mac
NTR73.1116	L:T:CD4:TRM
NTR74.1116	L:B
NTR75.1116	L:T:CD4:TRM
NTR76.1116	L:B
NTR77.1116	L:T:CD4:Ex
NTR80.1116	L:T:CD4:Treg
NTR82.1116	L:T:CD8:TRM
NTR83.1116	L:T:CD4:Treg
NTR84.1116	L:T:CD4:Treg
NTR85.1116	L:T:CD4:Treg
NTR88.1116	L:T:CD4:Treg
NTR89.1116	L:T:CD8:TRM
NTR9.1116	L:T:CD4:Treg
NTR93.1116	L:T:CD4:Treg
NTR97.1116	L:T:CD4:TRM
NTR98.1116	L:T:CD4:Treg
NTR99.1116	L:T:CD4:Treg
PTC1.1116	L:NK
PTC2.1116	L:NK
PTC3.1116	L:NK
PTC4.1116	L:B
PTC5.1116	L:T:CD8:TRM
PTC7.1116	L:NK
PTC8.1116	L:NK
PTR10.1116	L:T:CD4:Treg
PTR11.1116	L:B
PTR12.1116	L:T:CD4:Treg
PTR13.1116	L:T:CD4:Treg
PTR14.1116	L:T:CD4:Treg
PTR15.1116	L:T:CD4:Treg
PTR16.1116	L:T:CD4:Treg
PTR17.1116	L:T:CD4:Treg
PTR18.1116	L:T:CD4:Treg
PTR19.1116	L:T:CD4:Treg
PTR20.1116	L:T:CD4:Treg
PTR23.1116	L:T:CD4:Treg
PTR25.1116	L:T:CD4:Treg
PTR26.1116	L:T:CD4:Treg
PTR27.1116	L:T:CD4:Treg
PTR28.1116	L:T:CD4:Treg
PTR30.1116	L:T:CD4:Treg
PTR31.1116	L:T:CD4:Treg
PTR32.1116	L:T:CD4:Treg
PTR33.1116	L:T:CD4:Treg
PTR34.1116	L:T:CD4:Treg
PTR35.1116	L:T:CD4:Treg
PTR36.1116	L:T:CD4:Treg
PTR37.1116	L:T:CD4:Treg
PTR38.1116	L:T:CD4:Naive
PTR39.1116	L:T:CD4:Treg
PTR41.1116	L:T:CD4:Treg
PTR42.1116	L:T:CD4:Treg
PTR44.1116	L:T:CD4:Treg
PTR45.1116	L:T:CD4:Treg
PTR48.1116	L:T:CD4:Treg
PTR49.1116	L:T:CD4:Treg
PTR50.1116	L:T:CD4:Treg
PTR51.1116	L:T:CD4:Treg
PTR52.1116	L:T:CD4:Treg
PTR53.1116	L:T:CD4:Treg
PTR54.1116	L:T:CD4:Treg
PTR55.1116	L:T:CD4:Treg
PTR56.1116	L:T:CD4:Treg
PTR57.1116	L:T:CD4:Treg
PTR58.1116	L:T:CD4:Treg
PTR59.1116	L:T:CD4:Treg
PTR60.1116	L:T:CD4:Treg
PTR61.1116	L:T:CD4:Treg
PTR6.1116	L:T:CD4:Treg
PTR62.1116	L:T:CD4:Treg
PTR63.1116	L:T:CD4:Treg
PTR65.1116	L:T:CD4:Treg
PTR66.1116	L:T:CD4:Treg
PTR67.1116	L:T:CD4:Treg
PTR68.1116	L:T:CD4:Treg
PTR69.1116	L:T:CD4:Treg
PTR70.1116	L:T:CD4:Treg
PTR71.1116	L:T:CD4:Treg
PTR7.1116	L:T:CD4:Treg
PTR75.1116	L:T:CD4:Treg
PTR76.1116	L:T:CD4:Treg
PTR77.1116	L:T:CD4:Treg
PTR78.1116	L:T:CD4:Treg
PTR79.1116	L:T:CD4:Treg
PTR80.1116	L:T:CD4:Treg
PTR8.1116	L:T:CD4:Treg
PTR82.1116	L:T:CD4:Treg
PTR83.1116	L:T:CD4:Treg
PTR84.1116	L:T:CD4:Treg
PTR85.1116	L:T:CD4:Treg
PTR89.1116	L:T:CD4:Treg
PTR90.1116	L:T:CD4:Treg
PTR91.1116	L:T:CD4:Treg
PTR9.1116	L:T:CD4:Treg
PTR93.1116	L:T:CD4:Treg
PTR95.1116	L:T:CD4:Treg
PTR96.1116	L:T:CD4:Treg
TTR113.1116	L:T:CD4:Treg
TTR114.1116	L:B
TTR115.1116	L:T:CD4:Treg
TTR116.1116	L:T:CD4:Treg
TTR117.1116	L:T:CD4:Ex
TTR118.1116	L:T:CD4:Treg
TTR119.1116	L:T:CD4:Treg
TTR120.1116	L:T:CD4:Treg
TTR28.1116	L:T:CD4:Treg
TTR29.1116	L:T:CD4:Treg
TTR30.1116	L:T:CD4:Treg
TTR32.1116	L:T:CD4:Treg
TTR38.1116	L:T:CD4:Ex
TTR42.1116	L:T:CD4:Ex
TTR45.1116	M:Mega
TTR49.1116	L:T:CD4:Treg
TTR50.1116	L:T:CD4:Treg
TTR51.1116	L:T:CD4:Treg
TTR52.1116	L:T:CD4:Treg
TTR53.1116	L:T:CD4:Treg
TTR54.1116	L:T:CD4:Treg
TTR56.1116	L:T:CD4:Treg
TTR57.1116	L:T:CD4:Treg
TTR58.1116	L:T:CD4:Treg
TTR59.1116	L:T:CD4:Treg
TTR60.1116	L:T:CD4:Treg
TTR61.1116	L:T:CD4:Treg
TTR62.1116	L:T:CD4:Treg
TTR63.1116	L:T:CD4:Treg
TTR64.1116	L:T:CD4:Ex
TTR65.1116	L:T:CD4:Treg
TTR66.1116	L:T:CD4:Treg
TTR67.1116	L:T:CD4:Ex
TTR68.1116	M:Mono:Mac
TTR69.1116	L:T:CD4:Ex
TTR70.1116	L:T:CD4:Treg
TTR71.1116	L:T:CD4:Treg
TTR72.1116	L:T:CD4:Treg
TTR73.1116	L:T:CD4:Treg
TTR74.1116	L:T:CD4:Treg
TTR75.1116	L:T:CD4:Treg
TTR76.1116	L:T:CD4:Treg
TTR77.1116	L:T:CD4:Treg
TTR78.1116	L:T:CD4:Treg
TTR79.1116	L:T:CD4:Ex
TTR80.1116	L:T:CD4:Ex
TTR81.1116	L:T:CD4:Treg
TTR82.1116	L:T:CD4:Treg
TTR83.1116	L:T:CD4:Treg
TTR84.1116	L:T:CD4:Treg
TTR85.1116	M:Mono:Mac
TTR86.1116	L:T:CD4:Treg
TTR87.1116	L:T:CD4:Treg
TTR88.1116	L:T:CD4:Ex
TTR89.1116	L:T:CD4:Treg
TTR90.1116	L:T:CD4:Treg
TTR91.1116	L:T:CD4:Treg
TTR92.1116	M:Mono:Mac
TTR93.1116	L:T:CD4:Treg
TTR94.1116	M:Mono:Mac
TTR95.1116	L:T:CD4:Treg
TTR96.1116	L:T:CD4:Ex
NTC100.0322	L:NK
NTC101.0322	L:unconvT:MAIT
NTC102.0322	L:NK
NTC103.0322	L:unconvT:MAIT
NTC104.0322	L:unconvT:MAIT
NTC105.0322	L:unconvT:MAIT
NTC106.0322	L:NK
NTC107.0322	L:unconvT:MAIT
NTC108.0322	L:T:CD8:TRM
NTC109.0322	L:T:CD8:TRM
NTC111.0322	L:NK
NTC97.0322	L:T:CD8:EM
NTC98.0322	L:unconvT:MAIT
NTC99.0322	L:unconvT:MAIT
PTR13.0322	L:T:CD4:Treg
PTR20.0322	L:T:CD4:Treg
PTR22.0322	L:T:CD4:Treg
PTR23.0322	L:T:CD4:Treg
PTR25.0322	L:T:CD4:Treg
PTR26.0322	L:T:CD4:Treg
PTR27.0322	L:T:CD4:Treg
PTR28.0322	L:B
PTR29.0322	L:T:CD4:Treg
PTR30.0322	L:T:CD4:Treg
PTR31.0322	L:T:CD4:Treg
PTR32.0322	L:T:CD4:Treg
PTR8.0322	L:T:CD4:Treg
TTC13.0322	L:T:CD8:TRM
TTC14.0322	L:T:CD8:TRM
TTC15.0322	L:T:CD8:TRM
TTC16.0322	L:T:CD8:TRM
TTC21.0322	L:T:CD8:TRM
TTC22.0322	L:T:CD8:TRM
TTC23.0322	L:T:CD8:TRM
TTC24.0322	L:NK
TTC29.0322	L:unconvT:MAIT
TTC30.0322	L:T:CD8:TRM
TTC31.0322	L:T:CD8:TRM
TTC32.0322	L:NK
TTC4.0322	L:T:CD8:TRM
TTC6.0322	L:NK
TTC7.0322	L:T:CD8:TRM
TTC8.0322	L:NK
TTH10.0322	L:T:CD4:CM
TTH11.0322	L:T:CD4:Treg
TTH12.0322	L:T:CD8:EMRA
TTH13.0322	L:T:CD8:Naive
TTH14.0322	L:T:CD8:Ex
TTH15.0322	L:unconvT:MAIT
TTH16.0322	L:T:CD8:TRM
TTH17.0322	L:unconvT:MAIT
TTH18.0322	M:Mast
TTH19.0322	L:T:CD4:Treg
TTH20.0322	L:T:CD8:EMRA
TTH2.0322	L:T:CD4:Treg
TTH23.0322	L:T:CD8:TRM
TTH28.0322	L:NK
TTH5.0322	L:NK
NTC115.0322	L:unconvT:MAIT
NTC116.0322	L:T:CD8:TRM
NTC117.0322	L:T:CD8:TRM
NTC118.0322	L:NK
NTC119.0322	L:unconvT:MAIT
NTC120.0322	L:NK
NTC121.0322	L:NK
NTC122.0322	L:unconvT:MAIT
NTC123.0322	L:unconvT:MAIT
NTC124.0322	L:unconvT:MAIT
NTC125.0322	L:unconvT:MAIT
NTC126.0322	L:NK
NTC127.0322	L:unconvT:MAIT
NTC128.0322	L:NK
NTC129.0322	L:unconvT:MAIT
NTC130.0322	L:unconvT:MAIT
NTC131.0322	L:unconvT:MAIT
NTC132.0322	L:NK
NTC133.0322	L:unconvT:MAIT
NTC134.0322	L:unconvT:MAIT
NTC135.0322	L:NK
NTC136.0322	L:T:CD8:TRM
NTC137.0322	L:NK
NTC138.0322	L:NK
NTC139.0322	L:unconvT:MAIT
NTC140.0322	L:B:PC
NTC141.0322	L:NK
NTC142.0322	L:NK
NTC143.0322	L:T:CD8:TRM
NTC144.0322	L:B:PC
NTC145.0322	L:unconvT:MAIT
NTC146.0322	L:unconvT:MAIT
NTC147.0322	L:T:CD8:TRM
NTC148.0322	L:T:CD4:TRM
NTC149.0322	L:T:CD8:TRM
NTC150.0322	L:T:CD8:TRM
NTC151.0322	L:NK
NTC152.0322	L:B:PC
NTC155.0322	L:unconvT:MAIT
NTC156.0322	L:unconvT:MAIT
NTC157.0322	L:NK
NTC158.0322	L:NK
NTC159.0322	L:unconvT:MAIT
NTC160.0322	L:unconvT:MAIT
NTC161.0322	L:T:CD8:TRM
NTC162.0322	L:T:CD8:EM
NTC163.0322	L:unconvT:MAIT
NTC165.0322	L:T:CD8:TRM
NTC166.0322	L:T:CD8:EMRA
NTC167.0322	L:unconvT:MAIT
NTC168.0322	L:unconvT:MAIT
NTC172.0322	L:T:CD8:TRM
NTC173.0322	L:T:CD8:EM
NTC174.0322	L:T:CD8:TRM
NTC175.0322	L:unconvT:MAIT
NTC176.0322	L:T:CD8:EM
NTC177.0322	L:T:CD8:EM
NTC178.0322	L:unconvT:MAIT
NTC179.0322	L:NK
NTC180.0322	L:T:CD8:EM
NTC181.0322	L:T:CD8:EM
NTC182.0322	L:T:CD4:TRM
NTC183.0322	L:unconvT:MAIT
NTC184.0322	L:T:CD8:EM
NTC185.0322	L:unconvT:MAIT
NTC186.0322	L:NK
NTC187.0322	L:NK
NTC188.0322	L:NK
NTC189.0322	L:T:CD8:EM
NTC190.0322	L:T:CD8:EMRA
NTC191.0322	L:T:CD8:TRM
NTC192.0322	L:T:CD8:EM
PTC129.0322	L:unconvT:MAIT
PTC130.0322	L:unconvT:MAIT
PTC131.0322	L:T:CD8:EM
PTC132.0322	L:B
PTC133.0322	L:NK
PTH100.0322	L:NK
PTH101.0322	L:T:CD4:Treg
PTH102.0322	L:T:CD4:Treg
PTH103.0322	L:T:CD4:Treg
PTH104.0322	L:T:CD4:Treg
PTH105.0322	L:T:CD4:Treg
PTH106.0322	L:T:CD4:CM
PTH107.0322	L:T:CD4:Treg
PTH108.0322	L:T:CD4:Treg
PTH110.0322	L:T:CD8:Ex
PTH111.0322	L:NK
PTH112.0322	L:T:CD4:TRM
PTH115.0322	L:T:CD8:TRM
PTH97.0322	L:T:CD4:Treg
PTH98.0322	L:T:CD4:Treg
PTH99.0322	L:T:CD4:Treg
PTR65.0322	L:T:CD4:Treg
PTR66.0322	L:T:CD4:Treg
PTR67.0322	L:T:CD4:Treg
PTR69.0322	L:T:CD4:Treg
PTR70.0322	L:T:CD4:Treg
PTR71.0322	L:T:CD4:Treg
PTR72.0322	L:T:CD4:Treg
TTC33.0322	L:T:CD8:TRM
TTC34.0322	L:T:CD8:TRM
TTC35.0322	L:NK
TTC37.0322	L:T:CD8:TRM
TTC38.0322	L:T:CD8:TRM
TTC39.0322	L:unconvT:MAIT
TTC40.0322	L:T:CD8:TRM
TTC41.0322	L:T:CD8:TRM
TTC42.0322	L:T:CD8:EMRA
TTC43.0322	L:T:CD8:TRM
TTC44.0322	L:T:CD8:TRM
TTC45.0322	L:B
TTC46.0322	L:unconvT:MAIT
TTC47.0322	L:NK
TTC49.0322	L:T:CD8:TRM
TTC50.0322	L:T:CD8:TRM
TTC53.0322	L:T:CD8:TRM
TTC54.0322	L:unconvT:MAIT
TTC56.0322	L:T:CD8:TRM
TTC57.0322	L:unconvT:MAIT
TTC59.0322	L:T:CD8:TRM
TTC60.0322	L:unconvT:MAIT
TTC61.0322	L:unconvT:MAIT
TTC62.0322	L:unconvT:MAIT
TTC63.0322	L:T:CD8:TRM
TTC64.0322	L:T:CD8:TRM
TTC65.0322	L:T:CD4:Naive
TTC66.0322	L:T:CD4:Ex
TTC68.0322	L:T:CD8:EM
TTC69.0322	L:T:CD8:TRM
TTC70.0322	L:unconvT:MAIT
TTC71.0322	L:NK
TTC72.0322	L:T:CD4:Ex
TTC74.0322	L:NK
TTC75.0322	L:NK
TTC76.0322	L:T:CD8:TRM
TTC77.0322	L:NK
TTC78.0322	L:T:CD8:TRM
TTC79.0322	L:T:CD4:Treg
TTC80.0322	L:T:CD8:TRM
TTC81.0322	L:T:CD8:TRM
TTC82.0322	L:T:CD8:TRM
TTC83.0322	L:B
TTC84.0322	L:NK
TTC85.0322	L:T:CD8:TRM
TTC86.0322	L:NK
TTC87.0322	L:T:CD8:TRM
TTC88.0322	L:B
TTC89.0322	L:T:CD8:TRM
TTC90.0322	L:unconvT:MAIT
TTC91.0322	L:T:CD8:EMRA
TTC92.0322	L:unconvT:MAIT
TTC93.0322	L:unconvT:MAIT
TTC94.0322	L:T:CD4:Ex
TTC95.0322	L:T:CD8:TRM
TTH22.0322	L:T:CD4:Treg
TTH26.0322	L:T:CD4:Treg
TTH27.0322	L:T:CD4:Treg
TTH30.0322	L:T:CD8:Ex
TTH31.0322	L:T:CD8:EMRA
PTC100.0322	L:unconvT:MAIT
PTC101.0322	L:unconvT:MAIT
PTC102.0322	L:T:CD4:TRM
PTC103.0322	L:T:CD8:TRM
PTC104.0322	L:unconvT:MAIT
PTC105.0322	L:unconvT:MAIT
PTC106.0322	L:NK
PTC107.0322	L:T:CD4:Naive
PTC108.0322	L:unconvT:MAIT
PTC109.0322	L:T:CD8:Ex
PTC110.0322	L:unconvT:MAIT
PTC111.0322	L:T:CD8:TRM
PTC113.0322	L:NK
PTC114.0322	L:unconvT:MAIT
PTC115.0322	L:NK
PTC116.0322	L:NK
PTC117.0322	L:unconvT:MAIT
PTC119.0322	L:T:CD4:Treg
PTC120.0322	L:T:CD8:TRM
PTC122.0322	L:T:CD8:EMRA
PTC123.0322	L:T:CD8:EM
PTC124.0322	L:B
PTC125.0322	L:unconvT:MAIT
PTC126.0322	L:unconvT:MAIT
PTC127.0322	L:unconvT:MAIT
PTC134.0322	L:B
PTC135.0322	L:T:CD4:Treg
PTC136.0322	L:T:CD8:TRM
PTC137.0322	L:unconvT:MAIT
PTC138.0322	L:B
