Cell	ImmClassifier_prediction
NTC1.5.0508	L:T:CD8:EMRA
NTC1.6.0508	L:T:CD8:EM
PTC1.1.0508	L:T:CD8:Naive
PTC1.2.0508	L:T:CD8:EM
PTC1.3.0508	L:T:CD8:EMRA
PTC1.4.0508	L:T:CD8:Naive
PTC1.5.0508	L:T:CD8:EMRA
PTC1.6.0508	L:T:CD8:Naive
PTC1.7.0508	L:T:CD8:EM
PTC1.8.0508	L:T:CD8:EMRA
PTC2.10.0508	L:T:CD8:Naive
PTC2.1.0508	L:T:CD8:EMRA
PTC2.11.0508	L:T:CD8:EM
PTC2.12.0508	L:T:CD8:Naive
PTC2.14.0508	L:T:CD8:Naive
PTC2.15.0508	L:T:CD8:Naive
PTC2.16.0508	L:T:CD8:EMRA
PTC2.17.0508	L:T:CD8:EMRA
PTC2.18.0508	L:T:CD8:Naive
PTC2.20.0508	L:NK
PTC2.21.0508	L:T:CD8:Naive
PTC2.22.0508	L:T:CD8:EMRA
PTC2.23.0508	L:T:CD8:EMRA
PTC2.24.0508	L:T:CD8:Naive
PTC2.25.0508	L:T:CD8:EM
PTC2.26.0508	L:T:CD8:Naive
PTC2.27.0508	L:T:CD8:EM
PTC2.28.0508	L:T:CD8:EM
PTC2.30.0508	L:T:CD8:TRM
PTC2.3.0508	L:T:CD8:EM
PTC2.31.0508	L:T:CD8:EM
PTC2.32.0508	L:NK
PTC2.34.0508	L:T:CD8:EMRA
PTC2.35.0508	L:T:CD8:EMRA
PTC2.36.0508	L:T:CD8:Naive
PTC2.38.0508	L:T:CD8:Naive
PTC2.39.0508	L:T:CD8:EM
PTC2.40.0508	L:T:CD8:Naive
PTC2.4.0508	L:T:CD8:Naive
PTC2.41.0508	L:T:CD8:EM
PTC2.42.0508	L:T:CD8:Naive
PTC2.43.0508	L:T:CD4:Naive
PTC2.44.0508	L:T:CD8:EM
PTC2.45.0508	L:T:CD8:EMRA
PTC2.46.0508	L:T:CD8:EMRA
PTC2.47.0508	L:T:CD8:EMRA
PTC2.48.0508	L:T:CD8:EM
PTC2.49.0508	L:T:CD8:EM
PTC2.50.0508	L:T:CD8:EM
PTC2.5.0508	L:NK
PTC2.51.0508	L:T:CD4:Naive
PTC2.52.0508	L:T:CD8:Naive
PTC2.53.0508	L:B
PTC2.54.0508	L:T:CD8:EM
PTC2.55.0508	L:T:CD8:EM
PTC2.56.0508	L:T:CD8:EM
PTC2.57.0508	L:T:CD8:EM
PTC2.58.0508	L:T:CD8:EMRA
PTC2.59.0508	L:T:CD8:EMRA
PTC2.60.0508	L:T:CD8:EMRA
PTC2.6.0508	L:T:CD8:Naive
PTC2.61.0508	L:T:CD8:Naive
PTC2.62.0508	L:T:CD8:EMRA
PTC2.63.0508	L:T:CD8:Naive
PTC2.64.0508	L:T:CD8:EM
PTC2.65.0508	L:T:CD8:EM
PTC2.66.0508	L:T:CD8:Naive
PTC2.68.0508	L:T:CD8:EMRA
PTC2.69.0508	L:T:CD8:EMRA
PTC2.70.0508	L:T:CD8:EM
PTC2.71.0508	L:T:CD8:EMRA
PTC2.72.0508	L:NK
PTC2.73.0508	L:T:CD8:EMRA
PTC2.74.0508	L:T:CD8:EMRA
PTC2.75.0508	L:T:CD8:EM
PTC2.76.0508	L:T:CD8:EMRA
PTC2.77.0508	L:T:CD8:Naive
PTC2.78.0508	L:T:CD8:EM
PTC2.79.0508	L:T:CD8:EMRA
PTC2.80.0508	L:T:CD8:Naive
PTC2.8.0508	L:T:CD8:EMRA
PTC2.81.0508	L:T:CD8:EM
PTC2.82.0508	L:T:CD8:EM
PTC2.83.0508	L:T:CD8:Naive
PTC2.84.0508	L:T:CD8:EM
PTC2.85.0508	L:T:CD8:EMRA
PTC2.86.0508	L:T:CD8:Naive
PTC2.87.0508	L:T:CD8:Naive
PTC2.88.0508	L:T:CD8:Naive
PTC2.89.0508	L:T:CD8:EMRA
PTC2.90.0508	L:T:CD8:EMRA
PTC2.9.0508	L:T:CD8:EM
PTC2.91.0508	L:T:CD8:EMRA
PTC2.92.0508	L:T:CD8:EMRA
PTC2.93.0508	L:T:CD8:Naive
PTC2.94.0508	L:T:CD8:Naive
PTC2.95.0508	L:T:CD8:EMRA
PTC2.96.0508	L:T:CD8:Naive
TTC2.10.0508	L:T:CD8:TRM
TTC2.1.0508	L:T:CD8:TRM
TTC2.11.0508	L:T:CD8:TRM
TTC2.12.0508	L:T:CD8:TRM
TTC2.13.0508	L:T:CD8:Ex
TTC2.14.0508	L:T:CD8:Ex
TTC2.15.0508	L:T:CD8:TRM
TTC2.16.0508	L:T:CD8:TRM
TTC2.17.0508	L:T:CD8:TRM
TTC2.18.0508	L:T:CD8:TRM
TTC2.20.0508	L:T:CD8:TRM
TTC2.2.0508	L:T:CD8:TRM
TTC2.21.0508	L:T:CD8:TRM
TTC2.22.0508	L:T:CD8:TRM
TTC2.23.0508	L:T:CD8:TRM
TTC2.24.0508	L:T:CD8:EM
TTC2.25.0508	L:T:CD8:TRM
TTC2.26.0508	L:T:CD8:TRM
TTC2.27.0508	L:T:CD8:TRM
TTC2.28.0508	L:T:CD8:TRM
TTC2.29.0508	L:T:CD8:EM
TTC2.30.0508	L:T:CD8:Ex
TTC2.3.0508	L:T:CD8:TRM
TTC2.31.0508	L:T:CD8:TRM
TTC2.32.0508	L:T:CD8:EMRA
TTC2.33.0508	L:T:CD8:EM
TTC2.35.0508	L:T:CD8:TRM
TTC2.36.0508	L:T:CD8:TRM
TTC2.37.0508	L:T:CD8:TRM
TTC2.38.0508	L:T:CD8:Naive
TTC2.39.0508	L:T:CD8:TRM
TTC2.40.0508	L:T:CD8:TRM
TTC2.4.0508	L:T:CD8:TRM
TTC2.42.0508	L:T:CD8:TRM
TTC2.43.0508	L:T:CD8:EM
TTC2.44.0508	L:NK
TTC2.45.0508	L:T:CD8:TRM
TTC2.46.0508	L:T:CD8:EMRA
TTC2.47.0508	L:T:CD8:EM
TTC2.48.0508	L:T:CD8:TRM
TTC2.50.0508	L:T:CD8:TRM
TTC2.5.0508	L:T:CD8:TRM
TTC2.51.0508	L:T:CD8:EM
TTC2.52.0508	L:T:CD8:Ex
TTC2.53.0508	L:T:CD8:EMRA
TTC2.54.0508	L:T:CD8:TRM
TTC2.55.0508	L:T:CD8:TRM
TTC2.56.0508	L:T:CD8:EM
TTC2.57.0508	L:T:CD8:EM
TTC2.58.0508	L:T:CD8:TRM
TTC2.59.0508	L:T:CD8:TRM
TTC2.60.0508	L:T:CD8:Ex
TTC2.6.0508	L:T:CD8:Ex
TTC2.61.0508	L:T:CD8:TRM
TTC2.62.0508	L:T:CD8:TRM
TTC2.63.0508	L:T:CD8:EM
TTC2.64.0508	L:T:CD8:Ex
TTC2.65.0508	L:T:CD4:Naive
TTC2.66.0508	L:T:CD8:TRM
TTC2.67.0508	L:T:CD8:EM
TTC2.68.0508	L:T:CD8:TRM
TTC2.69.0508	L:T:CD8:TRM
TTC2.70.0508	L:T:CD8:TRM
TTC2.7.0508	L:T:CD8:TRM
TTC2.71.0508	L:T:CD8:TRM
TTC2.72.0508	L:T:CD8:TRM
TTC2.73.0508	L:T:CD8:TRM
TTC2.74.0508	L:T:CD8:Ex
TTC2.75.0508	L:T:CD8:TRM
TTC2.76.0508	L:T:CD8:TRM
TTC2.77.0508	L:T:CD8:TRM
TTC2.78.0508	L:T:CD8:TRM
TTC2.79.0508	L:T:CD8:TRM
TTC2.80.0508	L:T:CD8:TRM
TTC2.8.0508	L:T:CD8:TRM
TTC2.81.0508	L:T:CD8:TRM
TTC2.82.0508	L:T:CD8:Naive
TTC2.83.0508	L:T:CD8:TRM
TTC2.84.0508	L:T:CD8:EMRA
TTC2.85.0508	L:T:CD8:TRM
TTC2.86.0508	L:T:CD8:TRM
TTC2.88.0508	L:T:CD8:TRM
TTC2.89.0508	L:T:CD8:TRM
TTC2.90.0508	L:T:CD8:TRM
TTC2.9.0508	L:T:CD8:TRM
TTC2.91.0508	L:T:CD8:TRM
TTC2.92.0508	L:T:CD8:TRM
TTC2.93.0508	L:T:CD8:TRM
TTC2.94.0508	L:T:CD8:EM
TTC2.95.0508	L:T:CD8:EMRA
TTC2.96.0508	L:T:CD8:TRM
PTH100.0205	L:T:CD4:Naive
PTH10.0205	L:T:CD4:Naive
PTH101.0205	L:T:CD4:Naive
PTH102.0205	L:T:CD4:Naive
PTH103.0205	L:T:CD4:CM
PTH104.0205	L:T:CD4:Naive
PTH105.0205	L:T:CD4:Naive
PTH106.0205	L:T:CD4:Naive
PTH107.0205	L:T:CD4:Naive
PTH108.0205	L:T:CD4:Naive
PTH1.1.0508	L:T:CD4:CM
PTH111.0205	L:T:CD4:CM
PTH117.0205	L:T:CD4:Naive
PTH118.0205	L:T:CD4:Naive
PTH119.0205	L:T:CD8:EMRA
PTH121.0205	L:T:CD4:CM
PTH123.0205	L:T:CD4:Naive
PTH125.0205	L:T:CD4:CM
PTH126.0205	L:T:CD4:CM
PTH129.0205	L:T:CD4:Naive
PTH130.0205	L:T:CD8:EMRA
PTH131.0205	L:T:CD8:EM
PTH133.0205	L:T:CD4:Naive
PTH135.0205	L:T:CD4:Naive
PTH136.0205	L:T:CD4:Naive
PTH137.0205	L:T:CD4:Naive
PTH138.0205	L:T:CD4:CM
PTH139.0205	L:T:CD4:CM
PTH140.0205	L:T:CD4:Naive
PTH141.0205	L:T:CD8:Naive
PTH142.0205	L:T:CD4:Naive
PTH143.0205	L:T:CD4:CM
PTH144.0205	L:T:CD4:Naive
PTH16.0205	L:T:CD4:CM
PTH20.0205	L:NK
PTH240.0205	L:T:CD4:CM
PTH25.0205	L:T:CD8:EMRA
PTH27.0205	L:T:CD4:CM
PTH31.0205	L:T:CD4:CM
PTH32.0205	L:T:CD8:EM
PTH34.0205	L:T:CD4:CM
PTH35.0205	L:T:CD4:CM
PTH37.0205	L:T:CD4:CM
PTH39.0205	L:T:CD4:Naive
PTH40.0205	L:T:CD4:Naive
PTH41.0205	L:T:CD4:CM
PTH42.0205	L:T:CD4:Naive
PTH43.0205	L:T:CD4:CM
PTH44.0205	L:T:CD4:Naive
PTH45.0205	L:T:CD4:CM
PTH46.0205	L:T:CD4:CM
PTH47.0205	L:T:CD4:Naive
PTH49.0205	L:T:CD4:Naive
PTH51.0205	L:T:CD4:Naive
PTH52.0205	L:T:CD4:CM
PTH53.0205	L:T:CD4:CM
PTH54.0205	L:T:CD4:Naive
PTH55.0205	L:T:CD4:CM
PTH56.0205	L:T:CD4:Naive
PTH57.0205	L:T:CD4:CM
PTH59.0205	L:T:CD4:CM
PTH60.0205	L:T:CD4:CM
PTH63.0205	L:T:CD4:Naive
PTH64.0205	L:T:CD4:CM
PTH65.0205	L:T:CD4:Naive
PTH66.0205	L:T:CD4:Naive
PTH67.0205	L:T:CD4:CM
PTH68.0205	L:T:CD4:Treg
PTH69.0205	L:T:CD4:Naive
PTH70.0205	L:T:CD4:CM
PTH71.0205	L:T:CD4:Naive
PTH73.0205	L:T:CD4:CM
PTH74.0205	L:T:CD4:Naive
PTH75.0205	L:T:CD4:CM
PTH76.0205	L:T:CD4:CM
PTH77.0205	L:T:CD4:Naive
PTH78.0205	L:T:CD4:Naive
PTH79.0205	L:T:CD4:CM
PTH80.0205	L:T:CD4:CM
PTH81.0205	L:T:CD4:Naive
PTH85.0205	L:T:CD4:CM
PTH86.0205	L:T:CD4:CM
PTH87.0205	L:T:CD4:Naive
PTH88.0205	L:T:CD4:Naive
PTH90.0205	L:T:CD4:CM
PTH91.0205	L:T:CD4:CM
PTH92.0205	L:T:CD4:Naive
PTH94.0205	L:T:CD4:CM
PTH95.0205	L:T:CD8:EMRA
PTH96.0205	L:T:CD4:Naive
PTH97.0205	L:T:CD4:CM
PTH98.0205	L:T:CD4:Naive
PTH99.0205	L:T:CD4:Naive
PTS132.0205	L:T:CD4:CM
PTS133.0205	L:T:CD4:CM
PTS134.0205	L:T:CD4:CM
PTS135.0205	L:T:CD4:CM
PTS136.0205	L:T:CD4:Treg
PTS137.0205	L:T:CD4:CM
PTS138.0205	L:T:CD4:Naive
PTS139.0205	L:T:CD4:CM
PTS140.0205	L:T:CD4:Naive
PTS141.0205	L:T:CD4:TRM
PTS142.0205	L:T:CD4:Naive
PTS143.0205	L:T:CD4:Naive
PTS201.0205	L:T:CD8:EM
PTS2.1.0508	L:T:CD4:CM
PTS2.2.0508	L:T:CD4:CM
PTS226.0205	L:T:CD4:CM
PTS2.3.0508	L:T:CD4:Naive
PTS2.4.0508	L:T:CD4:Naive
PTS246.0205	L:T:CD4:CM
PTS2.5.0508	L:T:CD4:Treg
PTS2.6.0508	L:T:CD4:CM
PTS2.7.0508	L:T:CD4:Naive
PTS2.8.0508	L:T:CD4:CM
PTS290.0205	L:T:CD4:Naive
TTC1.4.0508	L:T:CD8:TRM
TTC1.5.0508	L:T:CD8:TRM
TTC1.6.0508	L:T:CD8:Ex
TTC1.7.0508	L:T:CD8:EMRA
TTC1.8.0508	L:T:CD8:EM
TTH106.0205	L:T:CD4:Treg
TTH107.0205	L:T:CD4:Naive
TTH108.0205	L:T:CD4:Naive
TTH111.0205	L:T:CD4:TRM
TTH115.0205	L:T:CD4:Naive
TTH118.0205	L:T:CD4:Naive
TTH121.0205	L:T:CD4:Naive
TTH125.0205	L:T:CD4:CM
TTH132.0205	L:T:CD4:TRM
TTH133.0205	L:T:CD4:Naive
TTH134.0205	L:T:CD4:Naive
TTH140.0205	L:T:CD4:Naive
TTH14.0205	L:T:CD4:TRM
TTH141.0205	L:T:CD4:Naive
TTH143.0205	L:T:CD4:EM
TTH34.0205	L:T:CD4:Naive
TTH40.0205	L:T:CD8:Ex
TTH44.0205	L:T:CD8:Naive
TTH53.0205	L:T:CD8:EM
TTH56.0205	L:T:CD4:Naive
TTH58.0205	L:T:CD4:Naive
TTH61.0205	L:T:CD4:Naive
TTH62.0205	L:T:CD4:Naive
TTH64.0205	L:T:CD4:Treg
TTH65.0205	L:T:CD4:EM
TTH71.0205	L:T:CD4:Naive
TTH74.0205	L:T:CD4:Naive
TTH76.0205	L:T:CD4:Naive
TTH77.0205	L:T:CD4:Naive
TTH78.0205	L:T:CD8:Naive
TTH79.0205	L:T:CD4:Naive
TTH81.0205	L:T:CD4:Naive
TTH83.0205	L:T:CD4:Naive
TTH84.0205	L:T:CD4:Naive
TTH85.0205	L:T:CD8:EM
TTH86.0205	L:T:CD4:Naive
TTH87.0205	L:T:CD4:Naive
TTH88.0205	L:T:CD4:Treg
TTH90.0205	L:T:CD4:CM
TTH9..0205	L:T:CD4:Naive
TTH93.0205	L:T:CD4:Naive
TTH95.0205	L:T:CD4:Naive
TTS123.0205	L:T:CD4:Treg
TTS124.0205	L:T:CD4:Treg
TTS125.0205	L:T:CD4:Treg
TTS126.0205	L:T:CD4:Treg
TTS128.0205	L:T:CD4:Treg
TTS129.0205	L:T:CD4:CM
TTS130.0205	L:T:CD4:Treg
TTS132.0205	L:T:CD4:Treg
TTS133.0205	L:T:CD4:Treg
TTS135.0205	L:T:CD4:Treg
TTS136.0205	L:T:CD4:Treg
TTS137.0205	L:T:CD4:Treg
TTS138.0205	L:T:CD4:Treg
TTS139.0205	L:T:CD4:Treg
TTS140.0205	L:T:CD4:Treg
TTS141.0205	L:T:CD4:Treg
TTS142.0205	L:T:CD4:Treg
TTS143.0205	L:T:CD4:Treg
TTS144.0205	L:T:CD4:Naive
TTS2.2.0508	L:T:CD4:Treg
TTS2.3.0508	L:T:CD4:Treg
TTS232.0205	L:T:CD4:Treg
TTS2.4.0508	L:T:CD4:Treg
TTS2.5.0508	L:T:CD4:Treg
TTS2.6.0508	L:T:CD4:Treg
TTS2.7.0508	L:T:CD4:Treg
TTS2.8.0508	L:T:CD4:Treg
NTH1.1.0508	L:T:CD4:EM
NTH2.1.0508	L:T:CD4:TRM
NTH2.2.0508	L:T:CD8:Naive
NTH2.3.0508	L:T:CD4:Naive
NTH2.4.0508	L:T:CD4:Naive
NTH2.5.0508	L:T:CD4:Naive
NTH2.6.0508	L:T:CD8:Naive
NTH2.7.0508	L:T:CD4:CM
NTH2.8.0508	L:T:CD4:EM
PTH2.1.0508	L:T:CD4:CM
PTH2.4.0508	L:T:CD4:Naive
PTS1.2.0508	L:T:CD4:Treg
PTS1.3.0508	L:T:CD4:CM
PTS1.4.0508	L:T:CD4:Naive
PTS1.5.0508	L:T:CD4:Naive
PTS1.6.0508	L:T:CD4:CM
PTS1.7.0508	L:T:CD4:CM
PTS1.8.0508	L:T:CD4:Treg
PTS3.1.0508	L:T:CD4:Naive
PTS3.11.0508	L:T:CD4:CM
PTS3.12.0508	L:T:CD4:Treg
PTS3.13.0508	L:T:CD4:Naive
PTS3.14.0508	L:T:CD4:Naive
PTS3.15.0508	L:T:CD4:Naive
PTS3.16.0508	L:T:CD4:Naive
PTS3.17.0508	L:T:CD4:Treg
PTS3.18.0508	L:T:CD4:Treg
PTS3.19.0508	L:T:CD4:CM
PTS3.20.0508	L:T:CD4:EM
PTS3.2.0508	L:T:CD4:Treg
PTS3.21.0508	L:T:CD4:CM
PTS3.22.0508	L:T:CD4:CM
PTS3.23.0508	L:T:CD8:Naive
PTS3.24.0508	L:T:CD4:CM
PTS3.25.0508	L:T:CD4:Naive
PTS3.26.0508	L:T:CD4:CM
PTS3.27.0508	L:T:CD4:Naive
PTS3.28.0508	L:T:CD4:Naive
PTS3.29.0508	L:T:CD4:Treg
PTS3.30.0508	L:T:CD4:Naive
PTS3.3.0508	L:T:CD4:CM
PTS3.31.0508	L:T:CD4:CM
PTS3.32.0508	L:T:CD4:Treg
PTS3.33.0508	L:T:CD4:Treg
PTS3.34.0508	L:T:CD4:Treg
PTS3.36.0508	L:T:CD4:CM
PTS3.37.0508	L:T:CD4:Naive
PTS3.38.0508	L:T:CD4:Treg
PTS3.39.0508	L:T:CD4:CM
PTS3.40.0508	L:T:CD4:CM
PTS3.4.0508	L:T:CD4:Naive
PTS3.41.0508	L:T:CD4:Tfh
PTS3.42.0508	L:T:CD4:Treg
PTS3.43.0508	L:T:CD4:Treg
PTS3.44.0508	L:T:CD4:CM
PTS3.45.0508	L:T:CD4:Naive
PTS3.46.0508	L:T:CD4:Treg
PTS3.47.0508	L:T:CD4:CM
PTS3.48.0508	L:T:CD4:Treg
PTS3.49.0508	L:T:CD4:Treg
PTS3.50.0508	L:T:CD4:CM
PTS3.5.0508	L:T:CD4:Naive
PTS3.51.0508	L:T:CD4:Naive
PTS3.52.0508	L:T:CD4:CM
PTS3.53.0508	L:T:CD4:Naive
PTS3.54.0508	L:T:CD4:Naive
PTS3.55.0508	L:T:CD4:Naive
PTS3.58.0508	L:T:CD4:Naive
PTS3.59.0508	L:T:CD4:Naive
PTS3.60.0508	L:T:CD4:Treg
PTS3.61.0508	L:T:CD4:CM
PTS3.62.0508	L:T:CD4:CM
PTS3.63.0508	L:T:CD4:Naive
PTS3.64.0508	L:T:CD4:Treg
PTS3.65.0508	L:T:CD4:Treg
PTS3.66.0508	L:T:CD4:Naive
PTS3.67.0508	L:T:CD4:CM
PTS3.68.0508	L:T:CD4:CM
PTS3.70.0508	L:T:CD4:Treg
PTS3.7.0508	L:T:CD4:Treg
PTS3.71.0508	L:T:CD4:CM
PTS3.72.0508	L:T:CD4:Naive
PTS3.73.0508	L:T:CD4:Treg
PTS3.75.0508	L:T:CD4:Naive
PTS3.76.0508	L:T:CD4:Naive
PTS3.77.0508	L:T:CD4:CM
PTS3.78.0508	L:T:CD4:CM
PTS3.79.0508	L:T:CD4:Naive
PTS3.8.0508	L:T:CD4:CM
PTS3.81.0508	L:T:CD4:Naive
PTS3.82.0508	L:T:CD4:CM
PTS3.83.0508	L:T:CD4:CM
PTS3.84.0508	L:T:CD4:CM
PTS3.85.0508	L:T:CD4:CM
PTS3.86.0508	L:T:CD4:CM
PTS3.87.0508	L:T:CD4:Naive
PTS3.88.0508	L:T:CD4:Naive
PTS3.90.0508	L:T:CD4:Naive
PTS3.9.0508	L:T:CD4:CM
PTS3.91.0508	L:T:CD4:Naive
PTS3.92.0508	L:T:CD4:Naive
PTS3.93.0508	L:T:CD4:CM
PTS3.94.0508	L:T:CD4:Naive
PTS3.95.0508	L:T:CD4:CM
PTS3.96.0508	L:T:CD4:CM
TTH2.1.0508	L:T:CD4:Naive
TTS1.10.0508	L:T:CD4:Treg
TTS1.1.0508	L:T:CD4:Treg
TTS1.11.0508	L:T:CD4:Naive
TTS1.12.0508	L:T:CD4:Treg
TTS1.14.0508	L:T:CD4:Treg
TTS1.15.0508	L:T:CD4:Treg
TTS1.16.0508	L:T:CD4:Treg
TTS1.17.0508	L:T:CD4:Treg
TTS1.18.0508	L:T:CD4:Treg
TTS1.20.0508	L:T:CD4:CM
TTS1.2.0508	L:T:CD4:Treg
TTS1.22.0508	L:T:CD4:Treg
TTS1.23.0508	L:T:CD4:Treg
TTS1.24.0508	L:T:CD4:Treg
TTS1.25.0508	L:T:CD4:Treg
TTS1.26.0508	L:T:CD4:Treg
TTS1.27.0508	L:T:CD4:Treg
TTS1.28.0508	L:T:CD4:Treg
TTS1.29.0508	L:T:CD4:CM
TTS1.30.0508	L:T:CD4:Treg
TTS1.3.0508	L:T:CD4:Treg
TTS1.31.0508	L:T:CD4:Treg
TTS1.32.0508	L:T:CD4:Treg
TTS1.33.0508	L:T:CD4:Treg
TTS1.35.0508	L:T:CD4:Treg
TTS1.36.0508	L:T:CD4:Treg
TTS1.37.0508	L:T:CD4:Treg
TTS1.38.0508	L:T:CD4:Treg
TTS1.39.0508	L:T:CD4:Naive
TTS1.40.0508	L:T:CD4:Treg
TTS1.4.0508	L:T:CD4:Treg
TTS1.41.0508	L:T:CD4:Treg
TTS1.44.0508	L:T:CD4:Treg
TTS1.45.0508	L:T:CD4:Treg
TTS1.46.0508	L:T:CD4:Treg
TTS1.47.0508	L:T:CD4:Treg
TTS1.48.0508	L:T:CD4:Treg
TTS1.49.0508	L:T:CD4:Treg
TTS1.50.0508	L:T:CD4:Treg
TTS1.5.0508	L:T:CD4:Treg
TTS1.51.0508	L:T:CD4:Treg
TTS1.52.0508	L:T:CD4:Treg
TTS1.53.0508	L:T:CD4:Treg
TTS1.54.0508	L:T:CD4:Treg
TTS1.55.0508	L:T:CD4:Treg
TTS1.56.0508	L:T:CD4:Treg
TTS1.57.0508	L:T:CD4:Treg
TTS1.59.0508	L:T:CD4:Treg
TTS1.60.0508	L:T:CD4:Treg
TTS1.6.0508	L:T:CD4:Treg
TTS1.61.0508	L:T:CD4:Treg
TTS1.62.0508	L:T:CD4:Treg
TTS1.63.0508	L:T:CD4:Treg
TTS1.64.0508	L:T:CD4:Treg
TTS1.65.0508	L:T:CD4:Treg
TTS1.67.0508	L:T:CD4:Treg
TTS1.68.0508	L:T:CD4:Treg
TTS1.70.0508	L:T:CD4:Treg
TTS1.7.0508	L:T:CD4:Naive
TTS1.72.0508	L:T:CD4:Treg
TTS1.73.0508	L:T:CD4:Treg
TTS1.74.0508	L:T:CD4:Treg
TTS1.75.0508	L:T:CD4:Treg
TTS1.77.0508	L:T:CD4:Treg
TTS1.78.0508	L:T:CD4:Treg
TTS1.79.0508	L:T:CD4:Treg
TTS1.80.0508	L:T:CD4:Treg
TTS1.8.0508	L:T:CD4:Treg
TTS1.81.0508	L:T:CD4:Treg
TTS1.82.0508	L:T:CD4:Treg
TTS1.83.0508	L:T:CD4:Treg
TTS1.84.0508	L:T:CD4:Treg
TTS1.85.0508	L:T:CD4:Treg
TTS1.86.0508	L:T:CD4:Treg
TTS1.87.0508	L:T:CD4:Treg
TTS1.88.0508	L:T:CD4:Treg
TTS1.89.0508	L:T:CD4:Treg
TTS1.90.0508	L:T:CD4:Treg
TTS1.9.0508	L:T:CD4:Treg
TTS1.91.0508	L:T:CD4:Treg
TTS1.92.0508	L:T:CD4:Treg
TTS1.93.0508	L:T:CD4:Treg
TTS1.94.0508	L:T:CD4:Treg
TTS1.95.0508	L:T:CD4:Treg
TTS1.96.0508	L:T:CD4:Treg
JTS.10.0508	L:T:CD4:Treg
JTS.1.0508	L:T:CD4:Treg
JTS.11.0508	L:T:CD4:EM
JTS.12.0508	L:T:CD4:Treg
JTS.13.0508	L:T:CD4:Treg
JTS.14.0508	L:T:CD4:Treg
JTS.15.0508	L:T:CD4:Treg
JTS.16.0508	L:T:CD4:Treg
JTS.17.0508	L:T:CD4:Treg
JTS.18.0508	L:T:CD4:CM
JTS.19.0508	L:T:CD4:Treg
JTS.20.0508	L:T:CD4:Treg
JTS.2.0508	L:T:CD4:Treg
JTS.21.0508	L:T:CD4:Treg
JTS.22.0508	L:T:CD4:Treg
JTS.23.0508	L:T:CD4:Treg
JTS.24.0508	L:T:CD4:Naive
JTS.25.0508	L:T:CD4:Treg
JTS.26.0508	L:T:CD4:Treg
JTS.27.0508	L:T:CD4:CM
JTS.28.0508	L:T:CD4:Treg
JTS.29.0508	L:T:CD4:Treg
JTS.30.0508	L:T:CD4:Treg
JTS.3.0508	L:T:CD4:CM
JTS.31.0508	L:T:CD4:Treg
JTS.32.0508	L:T:CD4:Treg
JTS.33.0508	L:T:CD4:Treg
JTS.34.0508	L:T:CD4:Treg
JTS.35.0508	L:T:CD4:Treg
JTS.36.0508	L:T:CD4:CM
JTS.37.0508	L:T:CD4:Treg
JTS.38.0508	L:T:CD4:Treg
JTS.39.0508	L:T:CD4:EM
JTS.40.0508	L:T:CD4:Treg
JTS.4.0508	L:T:CD4:Treg
JTS.41.0508	L:T:CD4:Treg
JTS.43.0508	L:T:CD4:Treg
JTS.44.0508	L:T:CD4:Treg
JTS.45.0508	L:T:CD4:CM
JTS.46.0508	L:T:CD4:Treg
JTS.47.0508	L:T:CD4:Treg
JTS.48.0508	L:T:CD4:Treg
JTS.49.0508	L:T:CD4:Treg
JTS.50.0508	L:T:CD4:EM
JTS.5.0508	L:T:CD4:Treg
JTS.51.0508	L:T:CD4:Naive
JTS.52.0508	L:T:CD4:Treg
JTS.53.0508	L:T:CD4:Treg
JTS.54.0508	L:T:CD4:Treg
JTS.55.0508	L:T:CD4:Treg
JTS.56.0508	L:T:CD4:Ex
JTS.57.0508	L:T:CD4:Treg
JTS.58.0508	L:T:CD4:Treg
JTS.59.0508	L:T:CD4:Treg
JTS.60.0508	L:T:CD4:Treg
JTS.6.0508	L:T:CD4:Treg
JTS.62.0508	L:T:CD4:Treg
JTS.63.0508	L:T:CD4:Treg
JTS.64.0508	L:T:CD4:TRM
JTS.65.0508	L:T:CD4:CM
JTS.66.0508	L:T:CD4:Treg
JTS.67.0508	L:T:CD4:CM
JTS.68.0508	L:T:CD4:TRM
JTS.69.0508	L:T:CD4:Treg
JTS.70.0508	L:T:CD4:Treg
JTS.7.0508	L:T:CD4:Treg
JTS.71.0508	L:T:CD4:Treg
JTS.72.0508	L:T:CD4:Treg
JTS.73.0508	L:T:CD4:Treg
JTS.74.0508	L:T:CD4:Treg
JTS.75.0508	L:T:CD4:Treg
JTS.76.0508	L:T:CD4:Treg
JTS.77.0508	L:T:CD4:Treg
JTS.78.0508	L:T:CD4:CM
JTS.80.0508	L:T:CD4:CM
JTS.8.0508	L:T:CD4:Treg
JTS.81.0508	L:T:CD4:Treg
JTS.82.0508	L:T:CD4:Naive
JTS.83.0508	L:T:CD4:Naive
JTS.84.0508	L:T:CD4:Treg
JTS.85.0508	L:T:CD4:Naive
JTS.86.0508	L:T:CD4:Treg
JTS.88.0508	L:T:CD4:Naive
JTS.89.0508	L:T:CD4:CM
JTS.90.0508	L:T:CD4:Treg
JTS.9.0508	L:T:CD4:Treg
JTS.91.0508	L:T:CD4:Treg
JTS.92.0508	L:T:CD4:Treg
JTS.93.0508	L:T:CD4:Treg
JTS.94.0508	L:T:CD4:Treg
JTS.95.0508	L:T:CD4:Naive
