Cell	ImmClassifier_prediction
HNSCC18_P3_H03_S375_comb	L:T:CD4:TRM
HNSCC_17_P10_B09_S213_comb	L:T:CD4:EM
HNSCC18_P3_A07_S295_comb	L:B
HNSCC17_P3_E07_S247_comb	M:cDC
HNSCC17_P7_B08_S116_comb	L:B:PC
HNSCC16_P9_F03_S255_comb	L:T:CD4:Ex
HNSCC18_P13_E02_S338_comb	L:T:CD4:Treg
HNSCC17_P7_H08_S188_comb	M:Ery
HNSCC18_P7_C12_S132_comb	L:T:CD4:Treg
HNSCC_17_P9_B06_S18_comb	L:T:CD8:TRM
HNSCC_17_P10_F03_S255_comb	L:T:CD8:EM
HNSCC18_P16_B04_S208_comb	L:T:CD4:Treg
HNSCC17_P3_D05_S233_comb	M:cDC
HNSCC16_P9_E04_S244_comb	L:B
HNSCC18_P7_A02_S98_comb	M:Mast
HNSCC17_P7_C01_S121_comb	L:B
HNSCC16_P2_A04_S4_comb	L:T:CD4:Treg
HNSCC16_P9_G03_S267_comb	L:T:CD4:Treg
HNSCC17_P2_E08_S56_comb	L:B:PC
HNSCC_17_P10_D02_S230_comb	L:T:CD8:EM
HNSCC18_P15_E01_S49_comb	L:T:CD8:EM
HNSCC_17_P9_A11_S11_comb	L:T:CD4:EM
HNSCC18_P2_E12_S156_comb	M:Ery
HNSCC17_P7_G07_S175_comb	L:B
HNSCC18_P7_H10_S190_comb	L:T:CD4:Treg
HNSCC17_P2_F02_S62_comb	CD34
HNSCC16_P9_H08_S284_comb	L:T:CD4:Treg
HNSCC16_P9_G09_S273_comb	L:T:CD4:Ex
HNSCC16_P9_D09_S237_comb	L:T:CD8:EMRA
HNSCC17_P13_B01_S301_comb	L:B:PC
HNSCC17_P3_A11_S203_comb	M:Eos
HNSCC_17_P9_D11_S47_comb	L:T:CD8:EM
HNSCC18_P13_B10_S310_comb	M:Neu
HNSCC18_P2_G05_S173_comb	M:cDC
HNSCC18_P15_A07_S7_comb	L:T:CD4:EM
HNSCC_17_P10_A04_S196_comb	L:T:CD8:EMRA
HNSCC16_P2_G04_S76_comb	M:cDC
HNSCC17_P2_H03_S87_comb	M:cDC
HNSCC18_P13_A04_S292_comb	M:Neu
HNSCC18_P3_B05_S305_comb	M:Mast
HNSCC16_P9_H01_S277_comb	L:T:CD4:TRM
HNSCC18_P16_G01_S265_comb	L:NK
HNSCC18_P3_D10_S334_comb	M:cDC
HNSCC_17_P9_G07_S79_comb	L:T:CD8:EMRA
HNSCC18_P7_A07_S103_comb	L:T:CD4:Treg
HNSCC_17_P9_F10_S70_comb	L:T:CD8:EMRA
HNSCC16_P2_E12_S60_comb	L:T:CD4:TRM
HNSCC16_P9_G07_S271_comb	L:T:CD4:Tfh
HNSCC17_P3_C05_S221_comb	CD34
HNSCC17_P7_G10_S178_comb	L:B:PC
HNSCC18_P15_E11_S59_comb	L:T:CD8:EMRA
HNSCC17_P2_H05_S89_comb	M:cDC
HNSCC17_P3_D07_S235_comb	L:T:CD4:TRM
HNSCC17_P7_E09_S153_comb	L:T:CD4:Treg
HNSCC16_P9_F12_S264_comb	L:unconvT:MAIT
HNSCC17_P7_G01_S169_comb	M:cDC
HNSCC18_P2_H05_S185_comb	L:T:CD4:Treg
HNSCC17_P3_G09_S273_comb	CD34
HNSCC16_P9_A10_S202_comb	L:T:CD4:Tfh
HNSCC17_P2_E02_S50_comb	M:cDC
HNSCC17_P7_C09_S129_comb	CD34
HNSCC17_P3_F08_S260_comb	L:T:CD4:Treg
HNSCC16_P9_F05_S257_comb	L:T:CD4:Treg
HNSCC_17_P10_C02_S218_comb	L:T:CD4:Treg
HNSCC_17_P9_H02_S86_comb	L:T:CD4:EM
HNSCC17_P3_E04_S244_comb	M:Mast
HNSCC17_P7_A01_S97_comb	L:T:CD4:Ex
HNSCC18_P13_F06_S354_comb	L:T:CD8:EM
HNSCC_17_P9_F05_S65_comb	L:T:CD8:EMRA
HNSCC17_P3_E06_S246_comb	M:Eos
HNSCC18_P15_C04_S28_comb	L:T:CD8:EMRA
HNSCC16_P9_G11_S275_comb	M:Mast
HNSCC_17_P10_G03_S267_comb	L:T:CD8:EMRA
HNSCC17_P7_F07_S163_comb	M:Ery
HNSCC18_P2_G07_S175_comb	M:cDC
HNSCC16_P2_B10_S22_comb	L:T:CD4:Treg
HNSCC17_P2_E06_S54_comb	CD34
HNSCC18_P3_F02_S350_comb	L:T:CD4:Treg
HNSCC18_P2_G09_S177_comb	M:Mega
HNSCC18_P3_F08_S356_comb	M:Mast
HNSCC17_P7_H12_S192_comb	L:B
HNSCC17_P7_H03_S183_comb	M:Mast
HNSCC_17_P9_E09_S57_comb	L:T:CD8:EMRA
HNSCC_17_P10_C01_S217_comb	L:T:CD4:Treg
HNSCC_17_P10_G05_S269_comb	L:T:CD8:EMRA
HNSCC18_P7_E06_S150_comb	M:Neu
HNSCC18_P16_H08_S284_comb	L:T:CD8:EM
HNSCC16_P2_H09_S93_comb	M:Mast
HNSCC18_P13_B06_S306_comb	L:T:CD4:EM
HNSCC17_P2_E07_S55_comb	L:T:CD4:TRM
HNSCC18_P2_C05_S125_comb	M:cDC
HNSCC_17_P9_B05_S17_comb	L:T:CD8:EM
HNSCC18_P7_D01_S133_comb	L:T:CD4:Treg
HNSCC18_P2_E04_S148_comb	L:B:PC
HNSCC17_P2_G09_S81_comb	L:T:CD4:Treg
HNSCC16_P9_H02_S278_comb	L:B:PC
HNSCC_17_P10_G10_S274_comb	L:T:CD8:EM
HNSCC_17_P9_D12_S48_comb	L:T:CD8:EM
HNSCC18_P7_D02_S134_comb	M:cDC
HNSCC18_P7_A10_S106_comb	M:cDC
HNSCC17_P3_A03_S195_comb	CD34
HNSCC18_P2_E08_S152_comb	CD34
HNSCC17_P2_G10_S82_comb	M:cDC
HNSCC16_P2_C10_S34_comb	L:T:CD4:Treg
HNSCC17_P3_B03_S207_comb	CD34
HNSCC17_P3_C06_S222_comb	M:cDC
HNSCC18_P16_B06_S210_comb	L:T:CD4:EM
HNSCC18_P7_A05_S101_comb	M:Mast
HNSCC17_P2_E11_S59_comb	M:Eos
HNSCC_17_P9_H12_S96_comb	L:T:CD8:EM
HNSCC18_P7_H04_S184_comb	L:T:CD4:Ex
HNSCC_17_P9_C05_S29_comb	L:T:CD4:Tfh
HNSCC18_P13_F04_S352_comb	L:T:CD4:Treg
HNSCC16_P2_E06_S54_comb	L:T:CD4:Treg
HNSCC18_P16_B07_S211_comb	L:T:CD8:EM
HNSCC18_P7_G07_S175_comb	L:B
HNSCC_17_P10_C09_S225_comb	L:T:CD8:TRM
HNSCC18_P15_G12_S84_comb	L:T:CD4:Treg
HNSCC18_P13_G02_S362_comb	L:T:CD4:EM
HNSCC17_P3_A10_S202_comb	CD34
HNSCC17_P3_A05_S197_comb	M:Ery
HNSCC_17_P10_C03_S219_comb	L:T:CD8:EMRA
HNSCC_17_P10_D11_S239_comb	L:T:CD8:EMRA
HNSCC_17_P10_H04_S280_comb	L:T:CD8:CM
HNSCC18_P2_G10_S178_comb	L:B
HNSCC18_P13_G06_S366_comb	L:T:CD4:Treg
HNSCC_17_P10_E07_S247_comb	L:T:CD4:Treg
HNSCC16_P9_F10_S262_comb	L:T:CD4:Treg
HNSCC18_P15_A08_S8_comb	L:T:CD8:EMRA
HNSCC17_P7_D09_S141_comb	M:Mast
HNSCC17_P3_F07_S259_comb	M:cDC
HNSCC17_P2_G06_S78_comb	CD34
HNSCC18_P7_E02_S146_comb	L:B:PC
HNSCC16_P2_H12_S96_comb	L:T:CD4:Ex
HNSCC18_P15_A03_S3_comb	L:T:CD4:Treg
HNSCC17_P7_E05_S149_comb	M:pDC
HNSCC18_P13_A09_S297_comb	M:Mast
HNSCC_17_P9_H01_S85_comb	L:T:CD8:EMRA
HNSCC18_P15_D04_S40_comb	L:T:CD4:EM
HNSCC18_P3_D02_S326_comb	M:cDC
HNSCC17_P2_A06_S6_comb	M:cDC
HNSCC18_P7_E12_S156_comb	L:T:CD4:Treg
HNSCC17_P3_E08_S248_comb	M:Ery
HNSCC18_P2_E01_S145_comb	M:cDC
HNSCC16_P2_C04_S28_comb	L:B:PC
HNSCC18_P15_C03_S27_comb	L:T:CD8:EMRA
HNSCC16_P9_A05_S197_comb	L:B
HNSCC17_P7_E08_S152_comb	L:B
HNSCC17_P2_A11_S11_comb	M:Eos
HNSCC16_P9_H05_S281_comb	M:Mast
HNSCC18_P13_E07_S343_comb	L:T:CD8:TRM
HNSCC17_P3_E10_S250_comb	CD34
HNSCC16_P2_D05_S41_comb	L:T:CD4:Ex
HNSCC16_P9_E07_S247_comb	L:T:CD8:EMRA
HNSCC_17_P10_H06_S282_comb	L:T:CD8:TRM
HNSCC_17_P10_E03_S243_comb	L:T:CD8:EMRA
HNSCC18_P13_E05_S341_comb	L:T:CD8:EMRA
HNSCC18_P2_E05_S149_comb	CD34
HNSCC18_P7_F11_S167_comb	L:T:CD4:Treg
HNSCC_17_P10_G02_S266_comb	L:T:CD8:EMRA
HNSCC_17_P10_A03_S195_comb	L:T:CD4:Treg
HNSCC17_P7_B12_S120_comb	M:Ery
HNSCC18_P7_H06_S186_comb	M:cDC
HNSCC18_P13_C09_S321_comb	L:T:CD8:EMRA
HNSCC17_P7_E06_S150_comb	L:unconvT:MAIT
HNSCC18_P7_F12_S168_comb	M:cDC
HNSCC17_P3_E01_S241_comb	CD34
HNSCC_17_P10_H08_S284_comb	L:T:CD4:Treg
HNSCC_17_P10_B06_S210_comb	L:T:CD4:Treg
HNSCC_17_P9_D05_S41_comb	L:T:CD8:EMRA
HNSCC_17_P9_C12_S36_comb	L:T:CD8:EM
HNSCC18_P2_G03_S171_comb	L:T:CD4:Treg
HNSCC17_P13_H06_S378_comb	L:B:PC
HNSCC17_P7_A09_S105_comb	L:B
HNSCC18_P13_G01_S361_comb	L:T:CD4:Treg
HNSCC18_P13_F01_S349_comb	L:T:CD4:Treg
HNSCC17_P3_C09_S225_comb	M:Eos
HNSCC18_P3_C01_S313_comb	L:T:CD4:Naive
HNSCC17_P3_C08_S224_comb	M:Eos
HNSCC18_P15_E03_S51_comb	L:T:CD8:EM
HNSCC16_P2_B12_S24_comb	L:B:PC
HNSCC17_P2_B09_S21_comb	CD34
HNSCC18_P15_B02_S14_comb	L:T:CD4:EM
HNSCC18_P16_F04_S256_comb	L:T:CD8:EMRA
HNSCC16_P2_E03_S51_comb	L:T:CD4:Treg
HNSCC17_P2_C02_S26_comb	CD34
HNSCC17_P2_D06_S42_comb	CD34
HNSCC16_P2_A02_S2_comb	L:T:CD4:Ex
HNSCC16_P2_E01_S49_comb	L:T:CD4:Ex
HNSCC18_P7_C08_S128_comb	L:B
HNSCC16_P9_E03_S243_comb	L:T:CD4:Treg
HNSCC18_P2_F09_S165_comb	CD34
HNSCC16_P9_E10_S250_comb	L:unconvT:MAIT
HNSCC18_P7_E05_S149_comb	M:cDC
HNSCC16_P2_H11_S95_comb	M:cDC
HNSCC18_P13_B09_S309_comb	L:T:CD4:Treg
HNSCC18_P2_A05_S101_comb	L:B:PC
HNSCC18_P15_A02_S2_comb	L:T:CD8:EM
HNSCC16_P2_C07_S31_comb	L:T:CD4:Treg
HNSCC16_P2_E08_S56_comb	M:cDC
HNSCC18_P2_B08_S116_comb	CD34
HNSCC18_P13_D03_S327_comb	L:T:CD4:Treg
HNSCC16_P9_B12_S216_comb	L:T:CD8:EMRA
HNSCC18_P2_C12_S132_comb	M:cDC
HNSCC_17_P10_G06_S270_comb	L:T:CD4:Treg
HNSCC16_P9_D10_S238_comb	L:T:CD4:TRM
HNSCC16_P2_A09_S9_comb	L:T:CD4:Treg
HNSCC18_P2_G04_S172_comb	L:T:CD4:TRM
HNSCC16_P9_D11_S239_comb	L:T:CD8:EMRA
HNSCC16_P2_G11_S83_comb	L:T:CD4:Treg
HNSCC17_P7_F06_S162_comb	M:cDC
HNSCC_17_P10_A01_S193_comb	L:T:CD4:Treg
HNSCC18_P16_C05_S221_comb	L:T:CD4:Treg
HNSCC18_P3_E12_S348_comb	M:Mast
HNSCC18_P2_H09_S189_comb	L:B:PC
HNSCC16_P9_B08_S212_comb	L:T:CD4:EM
HNSCC18_P13_A11_S299_comb	L:T:CD4:TRM
HNSCC18_P13_D01_S325_comb	L:T:CD8:EMRA
HNSCC_17_P10_H03_S279_comb	L:T:CD8:EMRA
HNSCC18_P15_F01_S61_comb	L:T:CD8:CM
HNSCC18_P2_E03_S147_comb	L:T:CD4:TRM
HNSCC17_P2_H09_S93_comb	CD34
HNSCC18_P3_H04_S376_comb	M:Mast
HNSCC17_P2_F06_S66_comb	CD34
HNSCC18_P13_E10_S346_comb	L:T:CD4:Ex
HNSCC16_P2_E09_S57_comb	L:T:CD4:Treg
HNSCC16_P9_B01_S205_comb	L:T:CD4:Treg
HNSCC_17_P10_A09_S201_comb	L:T:CD8:EMRA
HNSCC16_P2_F11_S71_comb	L:T:CD4:Ex
HNSCC17_P7_H05_S185_comb	L:T:CD4:Treg
HNSCC17_P3_H07_S283_comb	M:cDC
HNSCC18_P13_E11_S347_comb	L:T:CD4:Ex
HNSCC16_P2_D01_S37_comb	L:T:CD4:Treg
HNSCC18_P3_G10_S370_comb	M:Mast
HNSCC17_P2_B12_S24_comb	M:Eos
HNSCC16_P2_E04_S52_comb	L:T:CD4:Ex
HNSCC_17_P9_A01_S1_comb	L:T:CD4:Treg
HNSCC18_P3_B11_S311_comb	M:Mast
HNSCC_17_P9_B08_S20_comb	L:T:CD8:TRM
HNSCC16_P9_F06_S258_comb	L:T:CD4:Treg
HNSCC18_P2_C04_S124_comb	L:B:PC
HNSCC18_P7_F06_S162_comb	L:T:CD4:Treg
HNSCC16_P2_B11_S23_comb	L:T:CD4:TRM
HNSCC18_P2_F02_S158_comb	M:cDC
HNSCC_17_P9_B03_S15_comb	L:T:CD4:EM
HNSCC18_P3_E02_S338_comb	M:cDC
HNSCC16_P9_G10_S274_comb	L:T:CD4:EM
HNSCC17_P7_G12_S180_comb	M:Neu
HNSCC18_P2_F03_S159_comb	M:cDC
HNSCC17_P7_D03_S135_comb	M:Mast
HNSCC18_P2_F10_S166_comb	M:cDC
HNSCC_17_P9_E10_S58_comb	L:T:CD8:CM
HNSCC18_P7_B08_S116_comb	M:Mast
HNSCC18_P15_D09_S45_comb	L:T:CD4:Ex
HNSCC_17_P9_B12_S24_comb	L:T:CD8:EM
HNSCC18_P3_C07_S319_comb	CD34
HNSCC17_P2_C04_S28_comb	M:Eos
HNSCC18_P2_E09_S153_comb	M:cDC
HNSCC17_P2_D02_S38_comb	CD34
HNSCC17_P7_D11_S143_comb	M:Ery
HNSCC18_P15_A11_S11_comb	L:NK
HNSCC18_P15_A01_S1_comb	L:T:CD4:Ex
HNSCC18_P13_H02_S374_comb	L:B
HNSCC18_P13_B08_S308_comb	M:Mono:mDC
HNSCC16_P9_B05_S209_comb	M:Mast
HNSCC16_P9_A09_S201_comb	L:T:CD4:Treg
HNSCC_17_P9_G09_S81_comb	L:T:CD8:EMRA
HNSCC16_P9_D07_S235_comb	L:T:CD4:TRM
HNSCC16_P9_C02_S218_comb	L:T:CD4:Tfh
HNSCC17_P7_B10_S118_comb	M:Mast
HNSCC18_P15_G06_S78_comb	L:T:CD8:TRM
HNSCC17_P3_H06_S282_comb	M:Mast
HNSCC16_P9_A08_S200_comb	L:T:CD8:EM
HNSCC17_P3_H12_S288_comb	CD34
HNSCC_17_P9_B02_S14_comb	L:T:CD4:Treg
HNSCC16_P2_C08_S32_comb	L:B
HNSCC18_P7_F10_S166_comb	L:B:PC
HNSCC17_P3_F12_S264_comb	M:Eos
HNSCC_17_P10_C11_S227_comb	L:T:CD8:EM
HNSCC17_P7_G05_S173_comb	L:T:CD4:Treg
HNSCC17_P7_H06_S186_comb	L:T:CD4:Treg
HNSCC18_P13_C12_S324_comb	L:T:CD4:Treg
HNSCC18_P7_A12_S108_comb	L:B:PC
HNSCC_17_P9_G05_S77_comb	L:T:CD8:EM
HNSCC18_P7_D07_S139_comb	L:T:CD4:Treg
HNSCC18_P16_H07_S283_comb	L:T:CD4:Treg
HNSCC17_P2_H08_S92_comb	M:cDC
HNSCC17_P3_G02_S266_comb	M:Eos
HNSCC18_P3_A01_S289_comb	L:T:CD4:TRM
HNSCC16_P9_H04_S280_comb	L:T:CD4:Treg
HNSCC17_P3_C07_S223_comb	L:T:CD4:Treg
HNSCC17_P13_B10_S310_comb	L:T:CD4:Treg
HNSCC_17_P10_B12_S216_comb	L:T:CD8:EMRA
HNSCC18_P13_C11_S323_comb	M:Neu
HNSCC16_P9_G06_S270_comb	L:T:CD4:Treg
HNSCC17_P3_E09_S249_comb	CD34
HNSCC17_P7_G04_S172_comb	L:B:PC
HNSCC17_P7_H02_S182_comb	M:cDC
HNSCC17_P7_B04_S112_comb	L:B:PC
HNSCC16_P2_B02_S14_comb	L:T:CD4:Treg
HNSCC_17_P10_A07_S199_comb	L:T:CD8:EMRA
HNSCC18_P7_A04_S100_comb	L:T:CD4:Treg
HNSCC18_P3_G03_S363_comb	M:cDC
HNSCC17_P2_C05_S29_comb	M:Eos
HNSCC17_P2_A10_S10_comb	M:Eos
HNSCC18_P3_G02_S362_comb	M:Mast
HNSCC16_P2_G05_S77_comb	L:T:CD4:Treg
HNSCC18_P15_G04_S76_comb	L:T:CD8:EMRA
HNSCC18_P7_D12_S144_comb	L:T:CD4:TRM
HNSCC_17_P9_C01_S25_comb	L:T:CD8:EMRA
HNSCC16_P2_C06_S30_comb	M:cDC
HNSCC17_P2_D04_S40_comb	L:T:CD4:Treg
HNSCC17_P13_B03_S303_comb	M:Mast
HNSCC17_P3_B05_S209_comb	CD34
HNSCC_17_P10_B08_S212_comb	L:T:CD8:EM
HNSCC18_P13_A07_S295_comb	L:T:CD4:Tfh
HNSCC16_P2_H10_S94_comb	L:T:CD4:Treg
HNSCC18_P3_F10_S358_comb	M:Mast
HNSCC16_P9_A07_S199_comb	L:T:CD8:EM
HNSCC_17_P10_B05_S209_comb	L:T:CD8:EM
HNSCC17_P3_G06_S270_comb	M:cDC
HNSCC18_P15_G03_S75_comb	L:T:CD4:Tfh
HNSCC_17_P9_H04_S88_comb	L:T:CD8:TRM
HNSCC18_P13_E04_S340_comb	L:T:CD8:EM
HNSCC18_P2_H07_S187_comb	M:cDC
HNSCC18_P16_G02_S266_comb	L:NK
HNSCC_17_P10_A06_S198_comb	L:T:CD8:EMRA
HNSCC16_P2_G02_S74_comb	M:Mast
HNSCC18_P16_C10_S226_comb	L:T:CD8:EM
HNSCC18_P16_A11_S203_comb	L:T:CD8:EMRA
HNSCC18_P2_B12_S120_comb	M:cDC
HNSCC16_P2_D02_S38_comb	L:T:CD4:Treg
HNSCC_17_P9_D08_S44_comb	L:T:CD8:EMRA
HNSCC16_P9_E02_S242_comb	L:T:CD8:EMRA
HNSCC18_P2_C07_S127_comb	CD34
HNSCC18_P2_B11_S119_comb	M:Eos
HNSCC18_P7_G03_S171_comb	M:pDC
HNSCC16_P2_H05_S89_comb	L:T:CD4:Treg
HNSCC16_P2_G06_S78_comb	L:T:CD4:TRM
HNSCC18_P2_D06_S138_comb	L:T:CD4:Treg
HNSCC18_P2_B04_S112_comb	M:Mast
HNSCC16_P9_C04_S220_comb	L:T:CD4:Treg
HNSCC18_P16_A05_S197_comb	L:T:CD8:TRM
HNSCC17_P2_E01_S49_comb	CD34
HNSCC18_P7_F03_S159_comb	M:cDC
HNSCC17_P2_A12_S12_comb	L:T:CD4:Treg
HNSCC17_P3_H09_S285_comb	M:Eos
HNSCC18_P3_H05_S377_comb	L:T:CD4:Treg
HNSCC17_P7_F01_S157_comb	CD34
HNSCC17_P2_H11_S95_comb	CD34
HNSCC17_P3_D11_S239_comb	M:Eos
HNSCC_17_P10_E10_S250_comb	L:NK
HNSCC18_P16_H09_S285_comb	L:T:CD4:Treg
HNSCC18_P15_F05_S65_comb	L:T:CD4:EM
HNSCC18_P16_B03_S207_comb	L:T:CD8:EMRA
HNSCC17_P2_E04_S52_comb	L:T:CD4:TRM
HNSCC17_P2_D05_S41_comb	M:Eos
HNSCC18_P13_G05_S365_comb	L:T:CD8:TRM
HNSCC18_P13_C03_S315_comb	L:T:CD4:Treg
HNSCC17_P13_G12_S372_comb	L:B:PC
HNSCC17_P3_G04_S268_comb	CD34
HNSCC17_P3_A09_S201_comb	M:Eos
HNSCC16_P2_G10_S82_comb	L:T:CD4:Ex
HNSCC16_P9_B10_S214_comb	L:T:CD8:EM
HNSCC_17_P10_D04_S232_comb	L:T:CD4:EM
HNSCC17_P7_E04_S148_comb	L:T:CD4:Treg
HNSCC_17_P9_F11_S71_comb	L:T:CD8:EM
HNSCC16_P9_F11_S263_comb	L:T:CD4:Treg
HNSCC17_P3_A06_S198_comb	CD34
HNSCC_17_P9_E04_S52_comb	L:T:CD8:TRM
HNSCC17_P2_G12_S84_comb	M:Ery
HNSCC18_P2_A10_S106_comb	M:Mast
HNSCC17_P7_H09_S189_comb	L:B
HNSCC17_P2_F03_S63_comb	CD34
HNSCC18_P7_A09_S105_comb	M:cDC
HNSCC18_P13_C08_S320_comb	L:T:CD8:EMRA
HNSCC17_P2_B01_S13_comb	M:Eos
HNSCC17_P7_A12_S108_comb	L:B:PC
HNSCC18_P7_B11_S119_comb	L:T:CD4:Treg
HNSCC17_P3_A08_S200_comb	L:T:CD4:Treg
HNSCC18_P7_F05_S161_comb	L:B:PC
HNSCC17_P3_C12_S228_comb	CD34
HNSCC_17_P10_C05_S221_comb	L:T:CD8:EMRA
HNSCC18_P13_H12_S384_comb	L:T:CD4:Ex
HNSCC18_P3_G07_S367_comb	M:cDC
HNSCC18_P13_D09_S333_comb	L:T:CD4:Ex
HNSCC_17_P10_E12_S252_comb	L:T:CD8:EM
HNSCC18_P3_D11_S335_comb	CD34
HNSCC16_P2_B08_S20_comb	L:T:CD4:Treg
HNSCC17_P2_C08_S32_comb	L:T:CD4:TRM
HNSCC17_P7_D02_S134_comb	CD34
HNSCC17_P13_E02_S338_comb	L:B:PC
HNSCC18_P15_G05_S77_comb	L:NK
HNSCC17_P2_A08_S8_comb	M:Mast
HNSCC17_P3_B06_S210_comb	CD34
HNSCC16_P9_D12_S240_comb	L:T:CD8:EMRA
HNSCC17_P7_G11_S179_comb	M:cDC
HNSCC16_P2_A10_S10_comb	M:cDC
HNSCC16_P9_D08_S236_comb	L:B
HNSCC17_P2_H01_S85_comb	M:Eos
HNSCC16_P9_C03_S219_comb	L:T:CD8:EMRA
HNSCC18_P7_G05_S173_comb	L:B
HNSCC_17_P9_B10_S22_comb	L:T:CD4:Treg
HNSCC17_P2_H04_S88_comb	CD34
HNSCC_17_P10_G04_S268_comb	L:T:CD4:EM
HNSCC18_P2_D11_S143_comb	CD34
HNSCC18_P15_B03_S15_comb	L:T:CD8:EMRA
HNSCC18_P15_E05_S53_comb	L:T:CD8:EMRA
HNSCC17_P7_G02_S170_comb	CD34
HNSCC16_P2_H01_S85_comb	L:T:CD4:Treg
HNSCC18_P2_E10_S154_comb	M:Mast
HNSCC_17_P10_C12_S228_comb	L:T:CD8:EMRA
HNSCC_17_P9_H06_S90_comb	L:T:CD8:EM
HNSCC18_P16_H12_S288_comb	L:T:CD4:EM
HNSCC17_P2_G04_S76_comb	M:Neu
HNSCC17_P3_F05_S257_comb	CD34
HNSCC17_P2_F04_S64_comb	L:T:CD4:Treg
HNSCC18_P7_B04_S112_comb	M:cDC
HNSCC18_P13_F02_S350_comb	L:B:PC
HNSCC18_P13_E03_S339_comb	L:T:CD8:EM
HNSCC17_P2_E09_S57_comb	M:Eos
HNSCC17_P3_G05_S269_comb	CD34
HNSCC18_P7_H01_S181_comb	M:pDC
HNSCC17_P2_D10_S46_comb	M:Mast
HNSCC_17_P9_E07_S55_comb	L:T:CD4:EM
HNSCC18_P15_E10_S58_comb	L:T:CD8:EMRA
HNSCC17_P3_F01_S253_comb	M:Eos
HNSCC16_P2_H03_S87_comb	L:T:CD4:TRM
HNSCC16_P2_A05_S5_comb	L:T:CD4:Treg
HNSCC17_P7_F08_S164_comb	L:B:PC
HNSCC17_P13_G01_S361_comb	L:T:CD4:Ex
HNSCC18_P7_C03_S123_comb	L:B
HNSCC16_P9_A02_S194_comb	L:T:CD4:Tfh
HNSCC_17_P9_B11_S23_comb	L:T:CD8:EM
HNSCC18_P15_A04_S4_comb	L:T:CD4:Treg
HNSCC18_P7_D04_S136_comb	M:cDC
HNSCC18_P3_C11_S323_comb	M:cDC
HNSCC18_P3_E08_S344_comb	M:cDC
HNSCC17_P3_A07_S199_comb	CD34
HNSCC16_P2_B03_S15_comb	L:T:CD4:Treg
HNSCC18_P7_C04_S124_comb	M:Mast
HNSCC17_P3_B12_S216_comb	CD34
HNSCC_17_P10_D01_S229_comb	L:T:CD8:EMRA
HNSCC18_P7_D06_S138_comb	L:T:CD4:Treg
HNSCC18_P13_A06_S294_comb	L:T:CD8:EMRA
HNSCC17_P2_G05_S77_comb	CD34
HNSCC18_P15_B01_S13_comb	L:T:CD8:EM
HNSCC_17_P10_B01_S205_comb	L:T:CD4:Ex
HNSCC18_P2_F07_S163_comb	L:T:CD4:Treg
HNSCC17_P3_E05_S245_comb	M:Eos
HNSCC17_P3_F04_S256_comb	L:T:CD4:Treg
HNSCC16_P9_C12_S228_comb	L:T:CD4:Treg
HNSCC17_P7_F04_S160_comb	L:T:CD4:Treg
HNSCC18_P13_C04_S316_comb	L:B:PC
HNSCC17_P7_B11_S119_comb	L:T:CD4:Treg
HNSCC18_P15_G07_S79_comb	L:T:CD4:Treg
HNSCC18_P7_H07_S187_comb	L:T:CD4:Treg
HNSCC16_P9_H11_S287_comb	M:Ery
HNSCC16_P2_D12_S48_comb	L:T:CD4:Ex
HNSCC_17_P9_A08_S8_comb	L:T:CD4:Ex
HNSCC_17_P9_C09_S33_comb	L:T:CD8:EMRA
HNSCC18_P13_G11_S371_comb	L:T:CD8:EMRA
HNSCC17_P2_D08_S44_comb	CD34
HNSCC18_P13_A03_S291_comb	L:T:CD8:EMRA
HNSCC17_P7_E11_S155_comb	L:T:CD4:TRM
HNSCC18_P13_C02_S314_comb	L:B:PC
HNSCC17_P2_A02_S2_comb	L:T:CD4:Treg
HNSCC18_P7_C06_S126_comb	L:T:CD4:Treg
HNSCC18_P7_B01_S109_comb	L:T:CD4:Ex
HNSCC18_P13_E01_S337_comb	L:T:CD4:EM
HNSCC18_P2_F06_S162_comb	M:Mast
HNSCC18_P7_C09_S129_comb	L:T:CD4:TRM
HNSCC18_P7_G10_S178_comb	L:T:CD4:Treg
HNSCC_17_P9_E06_S54_comb	L:T:CD8:TRM
HNSCC17_P3_D09_S237_comb	CD34
HNSCC18_P7_G01_S169_comb	L:T:CD4:TRM
HNSCC18_P2_C01_S121_comb	L:T:CD4:TRM
HNSCC18_P15_C11_S35_comb	L:T:CD4:Ex
HNSCC18_P16_F02_S254_comb	L:T:CD8:EM
HNSCC18_P3_D08_S332_comb	CD34
HNSCC18_P13_A05_S293_comb	L:T:CD4:TRM
HNSCC_17_P9_G04_S76_comb	L:NK
HNSCC18_P13_E06_S342_comb	M:Mast
HNSCC_17_P10_D07_S235_comb	L:T:CD8:EM
HNSCC18_P15_C10_S34_comb	L:T:CD4:Treg
HNSCC17_P2_C10_S34_comb	M:Eos
HNSCC16_P9_A11_S203_comb	M:Mono:mDC
HNSCC16_P9_G02_S266_comb	L:T:CD4:Treg
HNSCC18_P7_C05_S125_comb	L:T:CD4:Treg
HNSCC18_P7_A11_S107_comb	L:T:CD4:Treg
HNSCC18_P3_C03_S315_comb	M:cDC
HNSCC18_P13_A12_S300_comb	L:B
HNSCC_17_P10_G07_S271_comb	L:T:CD4:EM
HNSCC17_P3_F11_S263_comb	M:Eos
HNSCC17_P3_D12_S240_comb	M:Eos
