Cell	ImmClassifier_prediction
HNSCC18_P4_C08_S32_comb	M:cDC
HNSCC18_P4_G03_S75_comb	M:Mast
HNSCC22_P5_E02_S242_comb	L:T:CD4:TRM
HNSCC22_P5_A07_S199_comb	M:cDC
HNSCC18_P4_A05_S5_comb	L:T:CD4:TRM
HNSCC22_P5_B02_S206_comb	L:T:CD4:Treg
HNSCC22_P5_B04_S208_comb	L:T:CD4:Treg
HNSCC22_P5_A05_S197_comb	M:cDC
HNSCC18_P4_F04_S64_comb	L:T:CD4:Treg
HNSCC18_P4_C06_S30_comb	L:T:CD4:Treg
HNSCC22_P5_G02_S266_comb	M:cDC
HNSCC22_P5_C01_S217_comb	CD34
HNSCC22_P5_G03_S267_comb	CD34
HNSCC22_P5_D05_S233_comb	CD34
HNSCC18_P4_F08_S68_comb	M:cDC
HNSCC22_P5_F09_S261_comb	M:cDC
HNSCC18_P4_D08_S44_comb	CD34
HNSCC18_P4_E09_S57_comb	M:Mast
HNSCC18_P4_H01_S85_comb	M:cDC
HNSCC22_P5_H06_S282_comb	L:T:CD4:Treg
HNSCC22_P5_B03_S207_comb	L:B
HNSCC22_P5_F04_S256_comb	L:B
HNSCC22_P5_D09_S237_comb	L:T:CD4:Treg
HNSCC22_P5_F12_S264_comb	CD34
HNSCC22_P5_C11_S227_comb	L:T:CD4:TRM
HNSCC22_P5_H03_S279_comb	CD34
HNSCC18_P4_F12_S72_comb	M:cDC
HNSCC22_P5_B05_S209_comb	L:T:CD4:Treg
HNSCC18_P4_B11_S23_comb	M:Eos
HNSCC22_P5_A10_S202_comb	M:cDC
HNSCC18_P4_A07_S7_comb	L:T:CD4:Treg
HNSCC18_P4_G07_S79_comb	M:cDC
HNSCC18_P4_E06_S54_comb	CD34
HNSCC18_P4_B12_S24_comb	CD34
HNSCC22_P5_A06_S198_comb	L:B
HNSCC18_P4_D09_S45_comb	L:T:CD4:Treg
HNSCC22_P5_D03_S231_comb	L:B:PC
HNSCC18_P4_C10_S34_comb	L:T:CD4:Treg
HNSCC22_P5_C06_S222_comb	M:cDC
HNSCC22_P5_G07_S271_comb	L:T:CD4:Treg
HNSCC22_P5_C12_S228_comb	M:cDC
HNSCC22_P5_F05_S257_comb	L:B:PC
HNSCC18_P4_C04_S28_comb	M:cDC
HNSCC18_P4_H05_S89_comb	M:cDC
HNSCC22_P5_E10_S250_comb	L:T:CD4:Treg
HNSCC22_P5_E06_S246_comb	L:T:CD4:Treg
HNSCC22_P5_E04_S244_comb	L:B
HNSCC22_P5_B07_S211_comb	L:T:CD4:Treg
HNSCC22_P5_G08_S272_comb	L:B
HNSCC18_P4_B09_S21_comb	L:T:CD4:TRM
HNSCC18_P4_D02_S38_comb	L:B:PC
HNSCC18_P4_G12_S84_comb	M:Ery
HNSCC22_P5_E07_S247_comb	M:cDC
HNSCC18_P4_F11_S71_comb	M:cDC
HNSCC22_P5_D01_S229_comb	M:cDC
HNSCC22_P5_A01_S193_comb	M:cDC
HNSCC18_P4_H11_S95_comb	L:T:CD4:Treg
HNSCC22_P5_A09_S201_comb	L:T:CD4:TRM
HNSCC22_P5_G04_S268_comb	L:T:CD4:Treg
HNSCC18_P4_G04_S76_comb	M:cDC
HNSCC18_P4_H12_S96_comb	M:Mast
HNSCC22_P5_D08_S236_comb	L:T:CD4:Treg
HNSCC18_P4_C01_S25_comb	L:T:CD4:TRM
HNSCC22_P5_F02_S254_comb	CD34
HNSCC22_P5_H01_S277_comb	L:T:CD4:Treg
HNSCC18_P4_C11_S35_comb	M:Mast
HNSCC22_P5_F11_S263_comb	L:T:CD4:Treg
HNSCC22_P5_D02_S230_comb	M:Ery
HNSCC18_P4_F01_S61_comb	M:Mast
HNSCC18_P4_D06_S42_comb	M:cDC
HNSCC18_P4_G11_S83_comb	M:cDC
HNSCC22_P5_G11_S275_comb	L:B:PC
HNSCC22_P5_C10_S226_comb	L:T:CD4:Treg
HNSCC18_P4_C02_S26_comb	M:Mast
HNSCC18_P4_A03_S3_comb	L:B:PC
HNSCC22_P5_F03_S255_comb	L:T:CD4:Treg
HNSCC18_P4_F10_S70_comb	CD34
HNSCC18_P4_E04_S52_comb	L:T:CD4:Treg
HNSCC22_P5_E09_S249_comb	L:B
HNSCC22_P5_F07_S259_comb	L:T:CD4:Treg
HNSCC18_P4_C09_S33_comb	M:cDC
HNSCC18_P4_F03_S63_comb	L:T:CD4:Treg
HNSCC18_P4_H10_S94_comb	L:T:CD4:Treg
HNSCC22_P5_E08_S248_comb	L:T:CD4:Treg
HNSCC18_P4_G02_S74_comb	L:T:CD4:Treg
HNSCC22_P5_E05_S245_comb	L:T:CD4:Treg
HNSCC22_P5_F01_S253_comb	L:T:CD4:Treg
HNSCC22_P5_B12_S216_comb	L:T:CD4:Treg
HNSCC22_P5_G05_S269_comb	M:cDC
HNSCC18_P4_B08_S20_comb	L:T:CD4:Treg
HNSCC18_P4_A09_S9_comb	M:cDC
HNSCC22_P5_G01_S265_comb	L:B:PC
HNSCC22_P5_B10_S214_comb	M:cDC
HNSCC22_P5_B09_S213_comb	M:cDC
HNSCC22_P5_G12_S276_comb	CD34
HNSCC22_P5_E03_S243_comb	L:T:CD4:Treg
HNSCC18_P4_F07_S67_comb	L:B:PC
HNSCC22_P5_E01_S241_comb	L:T:CD4:Treg
HNSCC18_P4_E03_S51_comb	L:T:CD4:TRM
HNSCC18_P4_H02_S86_comb	M:cDC
HNSCC18_P4_H08_S92_comb	L:T:CD4:Treg
HNSCC22_P5_H02_S278_comb	M:cDC
HNSCC22_P5_H07_S283_comb	L:T:CD4:Treg
HNSCC18_P4_D05_S41_comb	L:T:CD4:TRM
HNSCC18_P4_C03_S27_comb	M:cDC
HNSCC22_P5_E11_S251_comb	L:B:PC
HNSCC22_P5_H05_S281_comb	M:cDC
HNSCC18_P4_E08_S56_comb	M:Mast
HNSCC22_P5_B06_S210_comb	CD34
HNSCC22_P5_H04_S280_comb	M:cDC
HNSCC18_P4_E12_S60_comb	M:pDC
HNSCC22_P5_B08_S212_comb	L:T:CD4:Treg
HNSCC22_P5_C03_S219_comb	L:T:CD4:Treg
HNSCC22_P5_D07_S235_comb	L:T:CD4:Treg
HNSCC18_P4_B10_S22_comb	M:Ery
HNSCC22_P5_C07_S223_comb	M:cDC
HNSCC22_P5_H08_S284_comb	M:cDC
HNSCC25_P3_B03_S111_comb	L:B
HNSCC25_P3_E03_S147_comb	CD34
HNSCC25_P22_F04_S352_comb	L:T:CD4:Treg
HNSCC25_P3_C12_S132_comb	CD34
HNSCC25_P22_F01_S349_comb	L:T:CD4:Treg
HNSCC25_P22_F05_S353_comb	L:T:CD4:TRM
HNSCC25_P3_B10_S118_comb	L:T:CD4:TRM
HNSCC25_P22_E04_S340_comb	L:T:CD4:TRM
HNSCC25_P22_H05_S377_comb	CD34
HNSCC25_P22_C08_S320_comb	L:T:CD4:TRM
HNSCC25_P3_A05_S101_comb	L:T:CD4:TRM
HNSCC25_P3_H04_S184_comb	L:T:CD4:TRM
HNSCC25_P3_E08_S152_comb	L:T:CD4:TRM
HNSCC25_P3_F03_S159_comb	L:T:CD4:Naive
HNSCC25_P22_E09_S345_comb	CD34
HNSCC25_P22_H12_S384_comb	CD34
HNSCC25_P3_H12_S192_comb	CD34
HNSCC25_P3_D03_S135_comb	L:T:CD4:TRM
HNSCC25_P3_F07_S163_comb	CD34
HNSCC25_P3_D07_S139_comb	L:T:CD4:Treg
HNSCC25_P3_F09_S165_comb	L:B
HNSCC25_P3_D04_S136_comb	L:T:CD4:Treg
HNSCC25_P3_D08_S140_comb	L:T:CD4:Treg
HNSCC25_P3_C06_S126_comb	M:Mast
HNSCC25_P3_H03_S183_comb	L:T:CD4:Treg
HNSCC25_P3_G11_S179_comb	M:Mast
HNSCC25_P3_D05_S137_comb	CD34
HNSCC25_P22_G07_S367_comb	CD34
HNSCC25_P3_E10_S154_comb	L:T:CD4:Treg
HNSCC25_P22_D02_S326_comb	L:T:CD4:Naive
HNSCC25_P3_G02_S170_comb	L:T:CD4:Treg
HNSCC25_P3_G12_S180_comb	CD34
HNSCC25_P3_B04_S112_comb	L:T:CD4:TRM
HNSCC25_P3_C02_S122_comb	L:T:CD4:TRM
HNSCC25_P3_G05_S173_comb	M:Mast
HNSCC25_P22_F10_S358_comb	M:cDC
HNSCC25_P22_A08_S296_comb	L:T:CD4:Ex
HNSCC25_P22_E08_S344_comb	L:T:CD4:Treg
HNSCC25_P3_B07_S115_comb	CD34
HNSCC25_P22_C03_S315_comb	L:B:PC
HNSCC25_P3_H10_S190_comb	L:B:PC
HNSCC25_P22_C09_S321_comb	M:cDC
HNSCC25_P22_H07_S379_comb	L:B:PC
HNSCC25_P22_G10_S370_comb	L:B:PC
HNSCC25_P22_D04_S328_comb	L:T:CD4:Treg
HNSCC25_P3_G06_S174_comb	L:B
HNSCC25_P3_E07_S151_comb	CD34
HNSCC25_P3_C11_S131_comb	M:cDC
HNSCC25_P3_E05_S149_comb	L:B
HNSCC25_P22_E10_S346_comb	CD34
HNSCC25_P3_C05_S125_comb	L:T:CD4:Treg
HNSCC25_P3_F05_S161_comb	L:T:CD8:EMRA
HNSCC25_P22_H03_S375_comb	L:T:CD4:Treg
HNSCC25_P3_B01_S109_comb	CD34
HNSCC25_P3_A06_S102_comb	L:T:CD4:TRM
HNSCC25_P22_G02_S362_comb	CD34
HNSCC25_P3_A11_S107_comb	L:T:CD4:Treg
HNSCC25_P3_A09_S105_comb	L:T:CD4:TRM
HNSCC25_P3_F08_S164_comb	L:T:CD4:CM
HNSCC25_P22_H09_S381_comb	L:T:CD4:Naive
HNSCC25_P22_G04_S364_comb	L:T:CD4:Treg
HNSCC25_P22_H06_S378_comb	L:T:CD4:TRM
HNSCC25_P3_D11_S143_comb	L:T:CD4:TRM
HNSCC25_P3_B06_S114_comb	L:T:CD4:TRM
HNSCC25_P3_G10_S178_comb	CD34
HNSCC25_P3_H07_S187_comb	CD34
HNSCC25_P3_A07_S103_comb	CD34
HNSCC25_P3_E11_S155_comb	CD34
HNSCC25_P3_C08_S128_comb	L:T:CD4:Treg
HNSCC25_P22_C04_S316_comb	CD34
HNSCC25_P3_D02_S134_comb	L:B:PC
HNSCC25_P22_B06_S306_comb	L:B
HNSCC25_P3_E06_S150_comb	L:T:CD4:Treg
HNSCC25_P3_H09_S189_comb	CD34
HNSCC25_P22_F11_S359_comb	L:T:CD4:Naive
HNSCC25_P22_E02_S338_comb	CD34
HNSCC25_P3_B12_S120_comb	L:B
HNSCC25_P3_B11_S119_comb	CD34
HNSCC25_P3_D09_S141_comb	L:T:CD4:TRM
HNSCC25_P3_A02_S98_comb	L:T:CD4:Treg
HNSCC25_P3_E01_S145_comb	L:B
HNSCC25_P3_A01_S97_comb	CD34
HNSCC25_P3_C07_S127_comb	M:Mast
HNSCC25_P3_D10_S142_comb	L:T:CD4:TRM
HNSCC25_P3_G09_S177_comb	L:T:CD4:Treg
HNSCC25_P3_C09_S129_comb	L:B
HNSCC25_P3_B08_S116_comb	L:T:CD4:CM
HNSCC25_P22_B02_S302_comb	M:cDC
HNSCC25_P3_H05_S185_comb	L:T:CD4:TRM
HNSCC25_P22_D12_S336_comb	L:T:CD4:Naive
HNSCC25_P3_B09_S117_comb	L:T:CD4:Treg
HNSCC25_P3_E02_S146_comb	M:cDC
HNSCC25_P3_F02_S158_comb	CD34
HNSCC25_P3_G04_S172_comb	L:T:CD4:Treg
HNSCC25_P22_E01_S337_comb	L:B
HNSCC25_P3_D06_S138_comb	L:T:CD4:Naive
HNSCC25_P22_D11_S335_comb	CD34
HNSCC25_P3_E12_S156_comb	L:T:CD4:CM
HNSCC25_P3_H02_S182_comb	CD34
HNSCC25_P3_E09_S153_comb	L:T:CD4:TRM
HNSCC25_P3_F04_S160_comb	L:T:CD4:Treg
HNSCC25_P22_B01_S301_comb	L:T:CD4:TRM
HNSCC25_P3_D01_S133_comb	L:B
HNSCC25_P22_G09_S369_comb	L:T:CD4:TRM
HNSCC25_P3_A03_S99_comb	L:B
HNSCC25_P3_A04_S100_comb	CD34
HNSCC25_P3_F12_S168_comb	L:T:CD4:TRM
HNSCC25_P22_B12_S312_comb	L:B
HNSCC25_P3_F10_S166_comb	L:T:CD4:CM
HNSCC28_P2_A12_S12_comb	CD34
HNSCC28_P2_A09_S9_comb	L:T:CD4:Treg
HNSCC28_P12_G09_S273_comb	L:T:CD4:Naive
HNSCC28_P12_H02_S278_comb	M:cDC
HNSCC28_P2_C06_S30_comb	L:T:CD4:TRM
HNSCC28_P1_G09_S81_comb	L:T:CD4:TRM
HNSCC28_P2_H06_S90_comb	CD34
HNSCC28_P1_E11_S59_comb	L:B
HNSCC28_P13_C08_S224_comb	L:T:CD4:Treg
HNSCC28_P1_D11_S47_comb	CD34
HNSCC28_P12_B07_S211_comb	L:T:CD4:CM
HNSCC28_P1_F01_S61_comb	L:T:CD4:Naive
HNSCC28_P1_G12_S84_comb	L:T:CD4:TRM
HNSCC28_P2_E11_S59_comb	L:T:CD4:TRM
HNSCC28_P1_D01_S37_comb	M:cDC
HNSCC28_P13_H11_S287_comb	CD34
HNSCC28_P2_H01_S85_comb	CD34
HNSCC28_P12_G03_S267_comb	L:T:CD4:Treg
HNSCC28_P1_B09_S21_comb	L:T:CD4:Ex
HNSCC28_P1_G05_S77_comb	CD34
HNSCC28_P13_A05_S197_comb	L:T:CD4:Naive
HNSCC28_P1_G10_S82_comb	L:B
HNSCC28_P12_B06_S210_comb	M:Eos
HNSCC28_P1_B04_S16_comb	CD34
HNSCC28_P12_C02_S218_comb	M:cDC
HNSCC28_P12_E02_S242_comb	M:cDC
HNSCC28_P13_H02_S278_comb	M:cDC
HNSCC28_P13_G05_S269_comb	L:T:CD4:Treg
HNSCC28_P12_H07_S283_comb	L:B:PC
HNSCC28_P1_H04_S88_comb	L:T:CD4:Treg
HNSCC28_P12_E01_S241_comb	CD34
HNSCC28_P1_F12_S72_comb	CD34
HNSCC28_P1_E02_S50_comb	L:T:CD4:TRM
HNSCC28_P2_H05_S89_comb	M:Mast
HNSCC28_P2_G10_S82_comb	L:T:CD4:TRM
HNSCC28_P13_H07_S283_comb	CD34
HNSCC28_P2_A04_S4_comb	CD34
HNSCC28_P1_E05_S53_comb	L:T:CD4:Naive
HNSCC28_P13_F08_S260_comb	L:T:CD4:Naive
HNSCC28_P13_C04_S220_comb	CD34
HNSCC28_P1_H11_S95_comb	L:T:CD4:Treg
HNSCC28_P2_E12_S60_comb	M:cDC
HNSCC28_P1_G03_S75_comb	L:B
HNSCC28_P12_A08_S200_comb	CD34
HNSCC28_P2_F09_S69_comb	CD34
HNSCC28_P12_G08_S272_comb	CD34
HNSCC28_P2_F08_S68_comb	CD34
HNSCC28_P1_A09_S9_comb	CD34
HNSCC28_P1_A08_S8_comb	M:cDC
HNSCC28_P2_H02_S86_comb	CD34
HNSCC28_P1_B10_S22_comb	CD34
HNSCC28_P12_B09_S213_comb	M:cDC
HNSCC28_P1_F02_S62_comb	CD34
HNSCC28_P13_F05_S257_comb	L:T:CD4:TRM
HNSCC28_P2_E03_S51_comb	L:T:CD4:Treg
HNSCC28_P1_H01_S85_comb	L:T:CD4:Treg
HNSCC28_P2_E02_S50_comb	CD34
HNSCC28_P13_C02_S218_comb	CD34
HNSCC28_P13_F04_S256_comb	L:T:CD4:Naive
HNSCC28_P12_E07_S247_comb	M:cDC
HNSCC28_P13_F02_S254_comb	CD34
HNSCC28_P1_B01_S13_comb	CD34
HNSCC28_P1_C08_S32_comb	CD34
HNSCC28_P1_D05_S41_comb	L:T:CD4:TRM
HNSCC28_P12_B05_S209_comb	L:B:PC
HNSCC28_P2_B12_S24_comb	CD34
HNSCC28_P2_G04_S76_comb	CD34
HNSCC28_P13_G07_S271_comb	M:cDC
HNSCC28_P12_G04_S268_comb	L:T:CD4:Treg
HNSCC28_P12_A02_S194_comb	M:cDC
HNSCC28_P2_E08_S56_comb	L:T:CD4:Treg
HNSCC28_P2_G09_S81_comb	CD34
HNSCC28_P13_D06_S234_comb	CD34
HNSCC28_P2_C11_S35_comb	CD34
HNSCC28_P12_B12_S216_comb	CD34
HNSCC28_P13_H12_S288_comb	L:T:CD4:Naive
HNSCC28_P13_E01_S241_comb	L:B
HNSCC28_P1_F03_S63_comb	L:B
HNSCC28_P1_C09_S33_comb	L:T:CD4:Treg
HNSCC28_P12_E08_S248_comb	CD34
HNSCC28_P13_G09_S273_comb	CD34
HNSCC28_P2_G06_S78_comb	CD34
HNSCC28_P13_F06_S258_comb	L:B:PC
HNSCC28_P2_B06_S18_comb	L:B
HNSCC28_P2_H09_S93_comb	M:cDC
HNSCC28_P12_C10_S226_comb	CD34
HNSCC28_P1_B12_S24_comb	L:B
HNSCC28_P12_C08_S224_comb	CD34
HNSCC28_P13_G02_S266_comb	M:cDC
HNSCC28_P12_B02_S206_comb	M:cDC
HNSCC28_P2_B10_S22_comb	CD34
HNSCC28_P13_B12_S216_comb	CD34
HNSCC28_P13_D10_S238_comb	L:B:PC
HNSCC28_P12_B10_S214_comb	L:T:CD4:TRM
HNSCC28_P12_E05_S245_comb	L:T:CD4:TRM
HNSCC28_P12_C07_S223_comb	CD34
HNSCC28_P2_A01_S1_comb	CD34
HNSCC28_P13_D11_S239_comb	L:B:PC
HNSCC28_P13_G03_S267_comb	L:T:CD4:Naive
HNSCC28_P1_A05_S5_comb	M:cDC
HNSCC28_P13_A07_S199_comb	CD34
HNSCC28_P12_B08_S212_comb	CD34
HNSCC28_P13_D02_S230_comb	L:T:CD4:TRM
HNSCC28_P13_E08_S248_comb	CD34
HNSCC28_P13_E12_S252_comb	M:cDC
HNSCC28_P12_H09_S285_comb	L:T:CD4:Treg
HNSCC28_P13_H03_S279_comb	CD34
HNSCC28_P1_E10_S58_comb	L:T:CD4:Naive
HNSCC28_P1_G02_S74_comb	CD34
HNSCC28_P2_F06_S66_comb	L:T:CD4:Naive
HNSCC28_P12_H10_S286_comb	L:T:CD4:TRM
HNSCC28_P1_D09_S45_comb	L:T:CD4:TRM
HNSCC28_P12_B11_S215_comb	L:T:CD4:Treg
HNSCC28_P12_G07_S271_comb	L:B:PC
HNSCC28_P12_G02_S266_comb	L:T:CD4:Treg
HNSCC28_P2_E07_S55_comb	CD34
HNSCC28_P13_E10_S250_comb	L:B
HNSCC28_P13_F12_S264_comb	M:cDC
HNSCC28_P13_D09_S237_comb	L:T:CD4:Naive
HNSCC28_P13_D12_S240_comb	L:B:PC
HNSCC28_P12_A11_S203_comb	CD34
HNSCC28_P2_A02_S2_comb	M:cDC
HNSCC28_P2_G01_S73_comb	L:B
HNSCC28_P12_D01_S229_comb	L:T:CD4:Treg
HNSCC28_P1_D04_S40_comb	CD34
HNSCC28_P2_G07_S79_comb	L:B:PC
HNSCC28_P2_F05_S65_comb	L:T:CD4:Ex
HNSCC28_P2_F03_S63_comb	L:T:CD4:Naive
HNSCC28_P12_A09_S201_comb	L:T:CD4:Treg
HNSCC28_P13_E03_S243_comb	CD34
HNSCC28_P13_E04_S244_comb	M:cDC
HNSCC28_P1_A01_S1_comb	L:T:CD4:TRM
HNSCC28_P13_A01_S193_comb	L:T:CD4:Naive
HNSCC28_P1_H12_S96_comb	CD34
HNSCC28_P1_E08_S56_comb	CD34
HNSCC28_P1_F07_S67_comb	L:T:CD4:TRM
HNSCC28_P13_F01_S253_comb	M:cDC
HNSCC28_P13_E06_S246_comb	CD34
HNSCC28_P1_F11_S71_comb	L:B
HNSCC28_P2_H03_S87_comb	CD34
HNSCC28_P1_F10_S70_comb	L:B
HNSCC28_P12_C09_S225_comb	L:T:CD4:Ex
HNSCC28_P2_D12_S48_comb	CD34
HNSCC28_P12_D07_S235_comb	CD34
HNSCC28_P13_A12_S204_comb	L:T:CD4:Naive
HNSCC28_P12_E03_S243_comb	CD34
HNSCC28_P12_A10_S202_comb	CD34
HNSCC28_P1_B05_S17_comb	L:T:CD4:Treg
HNSCC28_P1_D03_S39_comb	L:T:CD4:Treg
HNSCC28_P1_C05_S29_comb	L:T:CD4:Naive
HNSCC28_P12_C04_S220_comb	CD34
HNSCC28_P1_H03_S87_comb	L:B:PC
HNSCC28_P13_F09_S261_comb	L:T:CD4:Treg
HNSCC28_P12_D11_S239_comb	L:B:PC
HNSCC28_P2_E06_S54_comb	CD34
HNSCC28_P2_H04_S88_comb	CD34
HNSCC28_P13_G12_S276_comb	L:T:CD4:Ex
HNSCC28_P2_D02_S38_comb	L:B
HNSCC28_P1_H09_S93_comb	L:T:CD4:TRM
HNSCC28_P2_A11_S11_comb	CD34
HNSCC28_P2_E05_S53_comb	L:B
HNSCC28_P1_E04_S52_comb	CD34
HNSCC28_P12_C12_S228_comb	L:T:CD4:Treg
HNSCC28_P2_A05_S5_comb	CD34
HNSCC28_P1_B03_S15_comb	M:cDC
HNSCC28_P13_B09_S213_comb	L:B:PC
HNSCC28_P13_G06_S270_comb	CD34
HNSCC28_P2_E09_S57_comb	L:T:CD4:Treg
HNSCC28_P12_G05_S269_comb	L:T:CD4:Naive
HNSCC28_P13_C06_S222_comb	L:T:CD4:Treg
HNSCC28_P13_C05_S221_comb	M:cDC
HNSCC28_P2_D06_S42_comb	CD34
HNSCC28_P2_E01_S49_comb	L:T:CD4:TRM
HNSCC28_P13_C01_S217_comb	M:cDC
HNSCC28_P2_B08_S20_comb	M:cDC
HNSCC28_P12_C05_S221_comb	M:cDC
HNSCC28_P1_D08_S44_comb	L:T:CD4:TRM
HNSCC28_P12_D09_S237_comb	L:T:CD4:CM
HNSCC28_P1_H05_S89_comb	L:T:CD4:Naive
HNSCC28_P1_D07_S43_comb	L:T:CD4:TRM
HNSCC28_P12_E11_S251_comb	CD34
HNSCC28_P1_A12_S12_comb	CD34
HNSCC28_P12_H04_S280_comb	M:cDC
HNSCC28_P12_H11_S287_comb	L:T:CD4:CM
HNSCC28_P13_F10_S262_comb	L:B:PC
HNSCC28_P2_B02_S14_comb	L:T:CD4:TRM
HNSCC28_P1_A10_S10_comb	CD34
HNSCC28_P12_F01_S253_comb	CD34
HNSCC28_P1_C01_S25_comb	CD34
HNSCC28_P2_D08_S44_comb	CD34
HNSCC28_P2_B11_S23_comb	M:cDC
HNSCC28_P13_E05_S245_comb	CD34
HNSCC28_P13_H06_S282_comb	CD34
HNSCC28_P12_D02_S230_comb	CD34
HNSCC28_P2_D11_S47_comb	M:cDC
HNSCC28_P13_E09_S249_comb	CD34
HNSCC28_P2_D05_S41_comb	CD34
HNSCC28_P1_F04_S64_comb	CD34
HNSCC28_P2_H11_S95_comb	L:T:CD4:Naive
HNSCC28_P2_H07_S91_comb	CD34
HNSCC28_P1_A03_S3_comb	CD34
HNSCC28_P1_C02_S26_comb	CD34
HNSCC28_P12_D04_S232_comb	CD34
HNSCC28_P2_D09_S45_comb	L:T:CD4:Treg
HNSCC28_P12_F05_S257_comb	M:cDC
HNSCC28_P1_E01_S49_comb	L:B
HNSCC28_P12_E04_S244_comb	CD34
HNSCC28_P2_D03_S39_comb	CD34
HNSCC28_P2_C03_S27_comb	M:cDC
HNSCC28_P12_C11_S227_comb	CD34
HNSCC28_P12_G10_S274_comb	M:cDC
HNSCC28_P2_A03_S3_comb	L:B
HNSCC28_P12_B04_S208_comb	L:T:CD4:Naive
HNSCC28_P2_C01_S25_comb	L:B
HNSCC28_P12_A04_S196_comb	L:B
HNSCC28_P2_D07_S43_comb	L:T:CD4:TRM
HNSCC28_P2_G03_S75_comb	CD34
HNSCC28_P2_B07_S19_comb	CD34
HNSCC28_P2_D04_S40_comb	L:T:CD4:Naive
HNSCC28_P1_D12_S48_comb	CD34
HNSCC28_P12_E12_S252_comb	L:B:PC
HNSCC28_P1_F08_S68_comb	L:T:CD4:TRM
HNSCC28_P13_H10_S286_comb	L:B:PC
HNSCC28_P13_G11_S275_comb	L:T:CD4:Naive
HNSCC28_P13_D07_S235_comb	M:cDC
HNSCC28_P1_F05_S65_comb	CD34
HNSCC28_P12_F08_S260_comb	M:cDC
HNSCC28_P12_G11_S275_comb	M:cDC
HNSCC28_P1_E12_S60_comb	CD34
HNSCC28_P1_A11_S11_comb	L:T:CD4:Treg
HNSCC28_P2_F04_S64_comb	CD34
HNSCC28_P2_B03_S15_comb	CD34
HNSCC28_P1_B07_S19_comb	M:cDC
HNSCC28_P13_H05_S281_comb	M:cDC
HNSCC28_P12_B03_S207_comb	CD34
HNSCC28_P2_F07_S67_comb	CD34
HNSCC28_P1_A02_S2_comb	L:T:CD4:TRM
HNSCC28_P2_B04_S16_comb	M:cDC
HNSCC28_P2_G05_S77_comb	CD34
HNSCC28_P2_C12_S36_comb	L:T:CD4:Naive
HNSCC28_P1_H08_S92_comb	L:T:CD4:Naive
HNSCC28_P2_C07_S31_comb	CD34
HNSCC28_P1_H02_S86_comb	L:T:CD4:Treg
HNSCC28_P1_E03_S51_comb	CD34
HNSCC28_P2_G08_S80_comb	L:B
HNSCC28_P2_H08_S92_comb	CD34
HNSCC28_P2_G02_S74_comb	CD34
HNSCC28_P13_E11_S251_comb	CD34
HNSCC28_P13_H04_S280_comb	M:cDC
HNSCC28_P12_H12_S288_comb	M:cDC
HNSCC28_P13_E02_S242_comb	CD34
HNSCC28_P12_F12_S264_comb	L:T:CD4:Ex
HNSCC28_P1_G04_S76_comb	CD34
HNSCC28_P2_G12_S84_comb	L:T:CD4:Naive
HNSCC28_P1_G11_S83_comb	L:T:CD4:Naive
HNSCC28_P12_C03_S219_comb	CD34
HNSCC28_P2_A07_S7_comb	CD34
HNSCC28_P2_C10_S34_comb	L:T:CD4:TRM
HNSCC28_P2_E10_S58_comb	L:T:CD4:Treg
HNSCC28_P2_A08_S8_comb	M:cDC
HNSCC28_P2_C02_S26_comb	L:T:CD4:TRM
HNSCC26_P11_R_LN_C05_S317_comb	L:T:CD4:Treg
HNSCC26_P1_pri_G10_S178_comb	L:T:CD4:Treg
HNSCC26_P1_pri_F06_S162_comb	L:T:CD4:Treg
HNSCC26_P11_R_LN_C03_S315_comb	L:T:CD4:Ex
HNSCC25_P19_LN_C10_S226_comb	L:T:CD4:TRM
HNSCC26_P1_pri_C12_S132_comb	M:cDC
HNSCC26_P11_R_LN_D09_S333_comb	CD34
HNSCC26_P11_R_LN_C08_S320_comb	CD34
HNSCC26_P11_R_LN_E11_S347_comb	L:B
HNSCC26_P11_R_LN_A04_S292_comb	L:T:CD4:Ex
HNSCC26_P11_R_LN_B04_S304_comb	CD34
HNSCC26_P1_pri_B06_S114_comb	L:B
HNSCC26_P1_pri_D11_S143_comb	M:Mast
HNSCC26_P1_pri_G02_S170_comb	CD34
HNSCC26_P1_pri_B02_S110_comb	L:B
HNSCC25_P19_LN_D06_S234_comb	L:B:PC
HNSCC26_P1_pri_E03_S147_comb	M:cDC
HNSCC26_P11_R_LN_G06_S366_comb	L:T:CD4:Treg
HNSCC26_P11_R_LN_F12_S360_comb	M:cDC
HNSCC26_P11_R_LN_A06_S294_comb	L:T:CD4:Treg
HNSCC25_P19_LN_D03_S231_comb	L:T:CD4:Treg
HNSCC26_P11_R_LN_B09_S309_comb	CD34
HNSCC25_P19_LN_C06_S222_comb	L:T:CD4:Treg
HNSCC26_P1_pri_H09_S189_comb	L:B
HNSCC26_P11_R_LN_B07_S307_comb	L:T:CD4:Treg
HNSCC25_P19_LN_G11_S275_comb	L:B:PC
HNSCC25_P19_LN_H04_S280_comb	CD34
HNSCC26_P11_R_LN_D04_S328_comb	L:T:CD4:TRM
HNSCC26_P1_pri_D01_S133_comb	M:Mast
HNSCC26_P11_R_LN_B05_S305_comb	L:B:PC
HNSCC26_P1_pri_H03_S183_comb	L:B
HNSCC25_P19_LN_H12_S288_comb	L:B:PC
HNSCC26_P11_R_LN_G09_S369_comb	L:B
HNSCC26_P1_pri_H11_S191_comb	L:B:PC
